action,replica,cpu,heap,inc_tps,out_tps,cpu_usage,memory_usage,cost,reward,sum_reward,response_time,num_request,num_failures,expected_tps
INCREASE_REPLICA,9,3,8,42,51,0.124,0.762,0.06434,0.6541916666666667,16.920056984126983,21.83,32.55,0,50
DO_NOTHING,9,3,8,42,51,0.124,0.762,0.06434,0.7414916666666667,17.661548650793648,18.3,37.4,0,50
DO_NOTHING,9,3,8,42,51,0.112,0.762,0.06092,0.8114916666666666,18.473040317460313,15.32,41.4,0,50
DO_NOTHING,9,3,8,47,57,0.112,0.779,0.06157,0.8193941666666666,19.29243448412698,14.55,41.78,0,50
DO_NOTHING,9,3,8,47,57,0.112,0.779,0.06157,0.7621541666666667,20.054588650793644,17.69,38.6,0,50
INCREASE_REPLICA,9,3,8,,,,,,-1,19.054588650793644,,,,
DO_NOTHING,9,3,8,47,57,0.093,0.779,0.05616,0.8009275,19.855516150793644,15.34,40.93,0,50
DO_NOTHING,9,3,8,48,58,0.093,0.782,0.05628,0.832255,20.687771150793644,13.53,42.66,0,50
DO_NOTHING,9,3,8,48,58,0.093,0.782,0.05628,0.826315,21.514086150793645,14.02,42.33,0,50
DO_NOTHING,9,3,8,48,58,0.086,0.782,0.05429,0.7436083333333333,22.25769448412698,16.82,37.8,0,50
INCREASE_REPLICA,9,3,8,,,,,,-1,21.25769448412698,,,,
DO_NOTHING,9,3,8,48,59,0.086,0.785,0.0544,0.8469358333333333,22.104630317460312,13.33,43.53,0,50
DO_NOTHING,9,3,8,49,59,0.086,0.786,0.05444,0.8289983333333333,22.933628650793647,13.34,42.53,0,50
DO_NOTHING,9,3,8,49,59,0.086,0.786,0.05444,0.8410583333333332,23.77468698412698,13.03,43.2,0,50
DO_NOTHING,9,3,8,49,59,0.077,0.786,0.05188,0.8048183333333334,24.579505317460313,14.23,41.27,0,50
DO_NOTHING,9,3,8,50,61,0.077,0.79,0.05203,0.8405283333333333,25.42003365079365,13.61,43.24,0,50
DO_NOTHING,9,3,8,50,61,0.077,0.79,0.05203,0.8457483333333333,26.26578198412698,12.74,43.53,0,50
DO_NOTHING,9,3,8,50,61,0.07,0.79,0.05004,0.8422416666666667,27.108023650793648,13.06,43.4,0,50
DO_NOTHING,9,3,8,49,60,0.07,0.792,0.05012,0.8137466666666667,27.921770317460314,13.61,41.81,0,50
DO_NOTHING,9,3,8,49,60,0.07,0.792,0.05012,0.8364266666666668,28.758196984126982,13.4,43.07,0,50
DO_NOTHING,9,3,8,49,60,0.063,0.792,0.04812,0.82086,29.579056984126982,13.04,42.27,0,50
DO_NOTHING,9,3,8,49,59,0.063,0.8,0.04843,0.7787000000000001,30.357756984126983,15.01,39.9,0,50
DO_NOTHING,9,3,8,49,59,0.063,0.8,0.04843,0.7373000000000001,31.095056984126984,17.01,37.6,0,50
DO_NOTHING,9,3,8,49,59,0.062,0.8,0.04815,0.8474733333333334,31.942530317460317,12.41,43.73,0,50
DO_NOTHING,9,3,8,48,58,0.062,0.804,0.0483,0.7912033333333333,32.73373365079365,14.04,40.59,0,50
DO_NOTHING,9,3,8,48,58,0.062,0.804,0.0483,0.8729233333333333,33.606656984126985,11.25,45.13,0,50
DO_NOTHING,9,3,8,48,58,0.066,0.804,0.04944,0.86045,34.467106984126985,11.77,44.4,0,50
DO_NOTHING,9,3,8,50,61,0.066,0.811,0.0497,0.8598075000000001,35.32691448412699,11.58,44.34,0,50
DO_NOTHING,9,3,8,50,61,0.066,0.811,0.0497,0.8500875,36.17700198412699,12.12,43.8,0,50
DO_NOTHING,9,3,8,51,62,0.056,0.82,0.0472,0.9013633333333334,37.078365317460324,11.86,46.71,0,50
DO_NOTHING,9,3,8,51,62,0.056,0.82,0.0472,0.8381833333333333,37.91654865079366,12.7,43.2,0,50
DO_NOTHING,9,3,8,51,62,0.057,0.82,0.04749,0.89469,38.811238650793655,10.46,46.33,0,50
DO_NOTHING,9,3,8,50,62,0.057,0.825,0.04768,0.8492825,39.660521150793656,11.28,43.79,0,50
DO_NOTHING,9,3,8,50,62,0.057,0.825,0.04768,0.7715225,40.43204365079366,16.5,39.47,0,50
DO_NOTHING,9,3,8,49,60,0.05,0.83,0.04588,0.8642683333333333,41.296311984126994,11.79,44.67,0,50
DO_NOTHING,9,3,8,49,60,0.05,0.83,0.04588,0.8702083333333334,42.166520317460325,11.62,45.0,0,50
DO_NOTHING,9,3,8,49,60,0.052,0.83,0.04644,0.7661416666666666,42.932661984126995,15.51,39.2,0,50
DECREASE_HEAP,9,3,7,25,31,0.209,0.692,0.08585,0.5243619047619047,43.4570238888889,36.04,24.45,0,50
INCREASE_REPLICA,9,3,7,,,,,,-1,42.4570238888889,,,,
INCREASE_REPLICA,9,3,7,,,,,,-1,41.4570238888889,,,,
INCREASE_REPLICA,9,3,7,,,,,,-1,40.4570238888889,,,,
INCREASE_REPLICA,9,3,7,,,,,,-1,39.4570238888889,,,,
INCREASE_REPLICA,9,3,7,,,,,,-1,38.4570238888889,,,,
INCREASE_HEAP,9,3,8,24,30,0.221,0.719,0.09029,0.5762308333333334,39.03325472222223,31.05,27.47,0,50
DO_NOTHING,9,3,8,24,30,0.221,0.719,0.09029,0.5845108333333333,39.617765555555565,29.15,27.93,0,50
DO_NOTHING,9,3,8,24,30,0.194,0.719,0.08261,0.7672108333333333,40.384976388888894,18.91,38.33,0,50
DO_NOTHING,9,3,8,38,46,0.194,0.744,0.08356,0.7163933333333333,41.10136972222223,20.19,35.42,0,50
DO_NOTHING,9,3,8,38,46,0.194,0.744,0.08356,0.7543733333333333,41.855743055555564,18.27,37.53,0,50
DO_NOTHING,9,3,8,38,46,0.12,0.744,0.06251,0.7397,42.59544305555556,18.83,37.4,0,50
DO_NOTHING,9,3,8,46,55,0.12,0.755,0.06293,0.7492075,43.34465055555556,17.95,37.89,0,50
DO_NOTHING,9,3,8,46,55,0.12,0.755,0.06293,0.7895274999999999,44.13417805555556,16.02,40.13,0,50
DO_NOTHING,9,3,8,46,55,0.106,0.755,0.05895,0.7537141666666667,44.88789222222223,17.27,38.27,0,50
DO_NOTHING,9,3,8,48,58,0.106,0.763,0.05925,0.8094741666666667,45.697366388888895,15.12,41.34,0,50
DO_NOTHING,9,3,8,48,58,0.106,0.763,0.05925,0.8298141666666667,46.52718055555556,14.28,42.47,0,50
DO_NOTHING,9,3,8,48,58,0.091,0.763,0.05498,0.8751941666666666,47.40237472222223,13.8,45.13,0,50
DO_NOTHING,9,3,8,49,60,0.091,0.768,0.05518,0.7804666666666666,48.182841388888896,16.19,39.85,0,50
DO_NOTHING,9,3,8,49,60,0.091,0.768,0.05518,0.8647066666666665,49.04754805555556,14.26,44.53,0,50
DO_NOTHING,9,3,8,49,60,0.078,0.768,0.05148,0.80026,49.84780805555556,14.81,41.07,0,50
DO_NOTHING,9,3,8,48,58,0.078,0.771,0.05159,0.8009875,50.64879555555556,15.23,41.1,0,50
DO_NOTHING,9,3,8,48,58,0.078,0.771,0.05159,0.8027874999999999,51.45158305555556,15.09,41.2,0,50
DO_NOTHING,9,3,8,48,58,0.081,0.771,0.05244,0.8128275,52.26441055555556,15.66,41.73,0,50
DO_NOTHING,9,3,8,48,58,0.081,0.775,0.0526,0.7846375,53.04904805555556,15.37,40.15,0,50
DO_NOTHING,9,3,8,48,58,0.081,0.775,0.0526,0.8287375,53.87778555555556,13.79,42.6,0,50
DO_NOTHING,9,3,8,48,58,0.084,0.775,0.05345,0.7716375000000001,54.64942305555556,15.91,39.4,0,50
INCREASE_REPLICA,9,3,8,,,,,,-1,53.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,52.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,51.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,50.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,49.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,48.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,47.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,46.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,45.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,44.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,43.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,42.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,41.64942305555556,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,40.64942305555556,,,,
INCREASE_HEAP,9,3,9,27,33,0.208,0.727,0.0869,0.6047955555555555,41.25421861111111,27.51,29.43,0,50
INCREASE_REPLICA,9,3,9,,,,,,-1,40.25421861111111,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,39.25421861111111,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,38.25421861111111,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,37.25421861111111,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,36.25421861111111,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,35.25421861111111,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,0.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-1.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-2.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-3.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-4.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-5.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-6.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-7.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-8.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-9.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-10.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-11.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-12.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-13.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-14.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-15.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-16.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-17.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-18.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-19.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-20.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-21.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-22.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-23.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-24.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-25.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-26.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-27.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-28.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-29.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-30.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-31.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-32.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-33.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-34.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-35.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-36.0,,,,
INCREASE_HEAP,9,3,9,,,,,,-1,-37.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-38.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-39.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-40.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-41.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-42.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-43.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-44.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-45.0,,,,
INCREASE_REPLICA,9,3,9,,,,,,-1,-46.0,,,,
DECREASE_HEAP,9,3,8,26,32,0.22,0.706,0.08951,0.6015316666666666,-45.398468333333334,28.38,28.93,0,50
DO_NOTHING,9,3,8,26,32,0.197,0.706,0.08297,0.6804983333333333,-44.71797,22.39,33.53,0,50
DO_NOTHING,9,3,8,37,46,0.197,0.731,0.08392,0.7891608333333333,-43.92880916666667,17.41,39.48,0,50
DO_NOTHING,9,3,8,37,46,0.197,0.731,0.08392,0.7265208333333333,-43.202288333333335,21.46,36.0,0,50
INCREASE_REPLICA,9,3,8,,,,,,-1,-44.202288333333335,,,,
INCREASE_REPLICA,9,3,8,,,,,,-1,-45.202288333333335,,,,
