replica,cpu,heap,previous_tps,instant_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
2,4,8,40,31,0.20800000000000002,0.9395,0.9437504000000001,26.732958567195766,38.7,31.67,0,32,1708351948.0444741
1,9,8,31,32,0.273,0.763,0.9257083333333334,27.6586669005291,18.36,32.07,0,32,1708352565.321766
1,9,7,32,64,0.47,0.692,0.9510793650793651,28.609746265608464,22.72,64.13,0,64,1708353180.564902
3,7,7,64,48,0.16,0.7483333333333334,0.9228571428571428,29.532603408465608,19.09,48.27,0,48,1708353795.8075445
2,8,4,48,40,0.1925,0.751,0.9240625,30.45666590846561,19.77,40.27,0,40,1708354411.060965
2,8,6,40,48,0.208,0.72,0.926,31.382665908465608,19.4,48.27,0,48,1708355026.349694
1,6,7,48,48,0.4,0.77,0.9666666666666667,32.34933257513227,28.84,48.6,0,48,1708355641.6222382
2,5,6,48,55,0.29900000000000004,0.7935,0.9588,33.30813257513227,27.17,55.93,0,56,1708356256.8641496
3,8,4,55,72,0,0,0.8,34.10813257513227,18.97,72.07,0,72,1708356872.1179786
1,7,9,72,64,0.496,0.816,0.9615238095238096,35.06965638465608,25.08,64.4,0,64,1708357487.3639114
2,8,5,64,72,0.26,0.7195,0.9325,36.002156384656075,17.51,72.2,0,72,1708358102.6298048
3,6,8,72,88,0.24533333333333332,0.81,0.9408888888888889,36.94304527354497,23.66,88.07,0,88,1708358717.945901
2,8,6,88,56,0.23149999999999998,0.7195,0.9289375,37.87198277354497,18.84,56.0,0,56,1708359333.1920369
3,5,7,56,48,0.166,0.8283333333333333,0.9332,38.80518277354497,22.54,48.4,0,48,1708359948.4215152
3,5,4,48,56,0.18499999999999997,0.7263333333333334,0.937,39.74218277354497,27.43,56.53,0,56,1708360578.1156776
3,6,7,56,64,0.222,0.7406666666666667,0.937,40.679182773544966,20.64,64.4,0,64,1708361197.4952166
1,7,9,64,72,0.531,0.862,0.9716349206349206,41.650817694179885,25.3,72.47,0,72,1708361812.7428894
3,6,8,72,95,0.28,0.8006666666666667,0.9460834666666667,42.59690116084655,20.47,95.93,0,96,1708362427.9725578
2,4,6,95,42,0.315,0.763,0.5304164,43.12731756084655,286.81,42.2,0,96,1708363043.2210023
1,4,7,42,20,0.399,0.799,0.33394999999999997,43.46126756084655,746.32,20.13,0,120,1708363658.467163
3,9,9,20,72,0.20533333333333334,0.7959999999999999,0.9112592592592593,44.37252682010581,20.9,72.33,0,72,1708364273.7195115
3,8,9,72,88,0.22766666666666668,0.8109999999999999,0.9185694444444444,45.291096264550255,18.04,88.13,0,88,1708364889.010467
2,4,6,88,44,0.315,0.8,0.6713051999999999,45.962401464550254,204.17,44.33,0,72,1708365504.2592423
3,4,7,44,79,0.26766666666666666,0.883,0.9656166666666667,46.92801813121692,27.83,79.87,0,80,1708366152.3408248
1,4,5,79,16,0.401,0.78,0.41,47.33801813121692,475.96,16.8,0,64,1708366883.3423882
3,4,9,16,64,0.233,0.9626666666666667,0.95825,48.29626813121692,50.08,64.07,0,64,1708367498.606689
3,7,9,64,72,0.20733333333333334,0.8196666666666667,0.9206931216931217,49.21696125291004,21.67,72.2,0,72,1708368214.8348687
1,5,8,72,59,0.499,0.809,0.8612448,50.07820605291004,144.26,59.53,0,72,1708368830.1019974
3,4,4,59,73,0.262,0.7863333333333333,0.9655,51.04370605291004,47.54,73.33,0,72,1708369445.3315668
2,7,5,73,80,0.2935,0.747,0.9419285714285714,51.98563462433861,22.19,80.13,0,80,1708370168.0445485
2,6,7,80,88,0.33199999999999996,0.8109999999999999,0.9553333333333334,52.940967957671944,22.25,88.33,0,88,1708370783.2738624
1,9,4,88,56,0.493,0.768,0.9547777777777777,53.89574573544972,26.9,56.4,0,56,1708371398.5674016
3,6,7,56,56,0.17166666666666666,0.8216666666666667,0.928611111111111,54.82435684656083,20.0,56.13,0,56,1708372013.7973099
3,5,6,56,111,0,0,0.7937856000000001,55.61814244656083,45.57,111.13,0,112,1708372629.029569
2,5,5,111,97,0.4485,0.835,0.9897,56.60784244656083,68.72,97.93,0,96,1708373244.323157
1,7,4,97,92,0.7,0.786,0.9082304,57.51607284656083,132.76,92.07,0,104,1708373859.5491862
2,7,5,92,112,0.39,0.7855,0.9557142857142857,58.47178713227512,21.83,112.53,0,112,1708374474.8725524
1,6,8,112,62,0.599,0.76,0.5441109333333333,59.015898065608454,287.43,62.87,0,144,1708375090.2030153
1,9,5,62,88,0.69,0.696,0.9766666666666667,59.99256473227512,24.46,88.0,0,88,1708375705.4650867
1,9,4,88,64,0.483,0.688,0.9536666666666667,60.946231398941784,27.24,64.0,0,64,1708376320.6955862
3,7,4,64,89,0.267,0.771,0.9381428571428572,61.88437425608464,20.33,89.0,0,88,1708376935.9088795
1,8,6,89,72,0.573,0.8,0.971625,62.855999256084644,36.06,72.07,0,72,1708377551.2210426
3,5,5,72,72,0.22799999999999998,0.7966666666666667,0.9456,63.80159925608464,26.19,72.07,0,72,1708378166.4730258
2,7,4,72,96,0.38,0.7735000000000001,0.9542857142857143,64.75588497037036,24.35,96.13,0,96,1708378796.1991937
3,8,6,96,87,0.294,0.7493333333333334,0.9342956,65.69018057037036,72.21,87.73,0,88,1708379411.46761
2,8,6,87,96,0.383,0.7965,0.947875,66.63805557037035,19.84,96.67,0,96,1708380027.501976
2,9,6,96,96,0.38,0.691,0.9422222222222223,67.58027779259258,19.44,96.27,0,96,1708380642.7866774
1,9,4,96,96,0.632,0.729,0.9702222222222222,68.5505000148148,28.11,96.0,0,96,1708381258.0358303
3,7,9,96,88,0.24066666666666667,0.766,0.9194920634920635,69.46999207830686,20.03,88.13,0,88,1708381873.2773242
1,6,6,88,72,0.601,0.795,0.7584616,70.22845367830686,179.44,72.6,0,104,1708382488.584026
1,4,9,72,36,0.399,0.991,0.3749884,70.60344207830687,572.13,36.8,0,168,1708383103.8252447
2,9,5,36,144,0.49250000000000005,0.7210000000000001,0.9547222222222222,71.55816430052909,21.68,144.47,0,144,1708383719.0325322
1,4,5,144,22,0.4,0.664,0.32068399999999997,71.87884830052909,835.78,22.93,0,152,1708384334.3306458
2,4,5,22,91,0.3875,0.749,0.7039302000000001,72.58277850052909,197.14,91.27,0,144,1708384949.5602658
2,4,5,91,102,0.36250000000000004,0.7565,0.9808553999999999,73.56363390052908,71.94,102.73,0,104,1708385564.771329
1,4,7,102,20,0.401,0.963,0.35946159999999994,73.92309550052909,640.32,20.73,0,104,1708386180.0578072
1,9,8,20,80,0.674,0.796,0.9743888888888889,74.89748438941797,21.84,80.2,0,80,1708386795.3212407
1,6,5,80,71,0.6,0.737,0.7482304,75.64571478941797,183.85,71.27,0,104,1708387410.564195
2,4,9,71,37,0.29800000000000004,0.7835000000000001,0.47097235555555556,76.11668714497353,324.02,37.13,0,96,1708388025.890971
2,8,7,37,96,0.364,0.7484999999999999,0.9455,77.06218714497352,21.72,96.0,0,96,1708388645.2157476
1,6,6,96,71,0.6,0.777,0.7916664,77.85385354497352,168.63,71.0,0,96,1708389260.4469411
2,7,8,71,96,0.368,0.8195,0.9525714285714286,78.80642497354495,21.2,96.47,0,96,1708389875.6516485
3,5,8,96,80,0.27033333333333337,0.835,0.9540666666666666,79.76049164021161,28.2,80.0,0,80,1708390490.9095347
2,8,9,80,80,0.31899999999999995,0.778,0.9263194444444445,80.68681108465606,19.76,80.0,0,80,1708391110.2390907
3,6,9,80,104,0.2816666666666667,0.86,0.9425,81.62931108465605,21.45,104.2,0,104,1708391725.5273225
1,5,5,104,39,0.5,0.695,0.4604664,82.08977748465605,386.75,39.07,0,120,1708392340.7918587
3,6,8,39,144,0.38600000000000007,0.8086666666666665,0.9643333333333334,83.05411081798938,32.28,144.67,0,144,1708392956.0171423
3,6,8,144,152,0.36866666666666664,0.8226666666666667,0.9614444444444444,84.01555526243382,29.92,152.53,0,152,1708393571.3100257
1,5,5,152,33,0.501,0.634,0.365,84.38055526243382,607.05,33.0,0,160,1708394186.6137683
2,5,9,33,65,0.4385,0.87,0.6864434666666668,85.06699872910048,200.15,65.27,0,104,1708394801.8957946
3,7,8,65,80,0.2313333333333333,0.8169999999999998,0.933047619047619,86.00004634814809,20.2,80.13,0,80,1708395417.144102
1,5,4,80,33,0.5,0.729,0.44142879999999995,0.0,412.09,33.8,0,112,1708396032.3952882
1,8,5,33,96,0.715,0.772,0.989375,0.989375,35.91,96.27,0,96,1708396647.6216252
3,4,5,96,89,0.308,0.8956666666666666,0.9236664,1.9130414,89.2,89.6,0,96,1708397262.8701715
3,6,5,89,96,0.27133333333333326,0.7826666666666666,0.9452222222222222,2.858263622222222,24.15,96.0,0,96,1708398012.2712207
2,8,8,96,96,0.378,0.839,0.94725,3.805513622222222,21.11,96.67,0,96,1708398627.5398932
3,4,7,96,72,0.27133333333333337,0.8730000000000001,0.8945333333333334,4.700046955555555,97.22,72.67,0,80,1708399242.837561
3,9,8,72,72,0.18833333333333332,0.7553333333333333,0.9153425925925927,5.615389548148148,18.81,72.07,0,72,1708399963.359402
1,4,7,72,19,0.399,0.764,0.3459036,5.9612931481481475,689.37,19.0,0,104,1708400578.6245058
3,4,9,19,102,0.332,0.941,0.971692,6.9329851481481475,71.97,102.53,0,104,1708401193.8506851
2,4,4,102,51,0.321,0.817,0.5787116,7.511696748148148,244.4,51.8,0,104,1708401914.6394532
3,9,5,51,104,0.27133333333333337,0.727,0.9301481481481482,8.441844896296296,19.24,104.27,0,104,1708402538.072317
3,4,7,104,85,0.3073333333333333,0.9289999999999999,0.8851669333333333,9.32701182962963,113.49,85.0,0,96,1708403153.3257349
2,6,4,85,80,0.3285,0.7324999999999999,0.95475,10.28176182962963,18.31,80.0,0,80,1708403902.705755
2,6,7,80,72,0.3015,0.7849999999999999,0.95025,11.23201182962963,25.64,72.6,0,72,1708404517.9359365
2,7,5,72,24,0.1395,0.7505,0.9199285714285714,12.151940401058202,20.51,24.27,0,24,1708405133.1737854
1,8,8,24,24,0.223,0.752,0.921875,13.073815401058202,17.66,24.2,0,24,1708405748.403477
1,4,8,24,31,0.401,0.868,0.99,14.063815401058202,63.03,31.6,0,32,1708406363.6251185
1,6,7,31,32,0.253,0.876,0.9421666666666667,15.005982067724869,31.48,32.0,0,32,1708406978.8302329
3,4,4,32,40,0.16766666666666666,0.8059999999999999,0.9419166666666667,15.947898734391536,29.22,40.27,0,40,1708407594.0290465
2,4,8,40,32,0.20950000000000002,0.9869999999999999,0.952375,16.900273734391536,32.79,32.13,0,32,1708408310.285227
1,8,8,32,32,0.328,0.724,0.9315,17.831773734391536,19.65,32.33,0,32,1708408939.8472092
3,4,4,32,24,0.11133333333333333,0.8153333333333334,0.9278333333333333,18.75960706772487,30.53,24.2,0,24,1708409555.0807316
1,5,9,24,40,0.376,0.888,0.9738666666666667,19.733473734391534,31.63,40.0,0,40,1708410279.439768
3,4,8,40,39,0.15166666666666667,0.9183333333333333,0.9365166666666667,20.6699904010582,27.35,39.93,0,40,1708410894.6513436
2,4,9,39,40,0.2515,1.0939999999999999,0.962875,21.6328654010582,38.75,40.13,0,40,1708411625.3912377
3,8,4,40,40,0.14133333333333334,0.7496666666666667,0.9176666666666667,22.550532067724866,17.53,40.13,0,40,1708412248.8220193
1,7,7,40,48,0.413,0.741,0.959,23.509532067724866,27.83,48.0,0,48,1708412864.0597448
2,9,6,48,40,0.188,0.7715000000000001,0.9208888888888889,24.430420956613755,18.66,40.0,0,40,1708413479.3395338
3,9,4,40,32,0.11266666666666665,0.7496666666666666,0.9125185185185185,25.342939475132273,17.81,32.0,0,32,1708414094.5689225
1,8,4,32,24,0.223,0.754,0.927875,26.270814475132273,18.89,24.07,0,24,1708414709.7932518
3,4,7,24,56,0.21466666666666667,0.9413333333333332,0.9536666666666667,27.22448114179894,34.83,56.07,0,56,1708415325.1001408
2,8,5,56,48,0.2025,0.7589999999999999,0.9253125,28.14979364179894,21.08,48.13,0,48,1708416062.0190656
3,4,8,48,40,0.166,0.9296666666666668,0.9415,29.09129364179894,29.85,40.8,0,40,1708416677.2784464
3,5,8,40,40,0.15833333333333333,0.8773333333333334,0.9316666666666666,30.022960308465606,25.46,40.07,0,40,1708417426.521891
3,6,7,40,40,0.14266666666666666,0.7756666666666666,0.9237777777777778,30.946738086243386,20.79,40.0,0,40,1708418076.7659538
2,7,9,40,32,0.1915,0.8414999999999999,0.9208571428571428,31.86759522910053,20.45,32.47,0,32,1708418692.0050282
1,6,4,32,32,0.318,0.764,0.9530000000000001,32.82059522910053,23.52,32.0,0,32,1708419307.2417796
1,9,9,32,40,0.345,0.748,0.9214444444444445,33.74203967354498,20.02,40.27,0,40,1708419922.4774196
1,8,7,40,40,0.344,0.773,0.9430000000000001,34.68503967354498,22.0,40.07,0,40,1708420537.739255
1,4,7,40,40,0.299,0.76,0.97475,35.65978967354498,51.01,40.07,0,40,1708421153.0040348
3,8,7,40,40,0.138,0.7210000000000001,0.91725,36.57703967354498,19.76,40.0,0,40,1708421768.2369485
3,7,6,40,40,0.15533333333333332,0.7616666666666667,0.9221904761904762,37.49923014973546,23.75,40.47,0,40,1708422383.518317
1,8,5,40,32,0.263,0.691,0.932875,38.43210514973546,18.98,32.0,0,32,1708422998.7405605
3,4,8,32,31,0.14433333333333334,0.9436666666666667,0.9228337333333334,39.3549388830688,29.61,31.47,0,32,1708423613.949305
3,8,8,31,64,0.18600000000000003,0.7433333333333333,0.9161666666666667,40.271105549735466,18.95,64.2,0,64,1708424378.0948255
2,6,8,64,48,0.2395,0.819,0.9399166666666667,41.211022216402135,20.95,48.13,0,48,1708424993.3480177
2,8,8,48,40,0.1845,0.7825,0.920875,42.13189721640214,20.41,40.0,0,40,1708425608.603926
1,5,9,40,49,0.495,0.972,0.999,43.13089721640214,37.89,49.13,0,48,1708426223.8386252
2,5,5,49,48,0.2475,0.8009999999999999,0.9495,44.08039721640214,38.65,48.13,0,48,1708426839.077521
1,7,9,48,56,0.495,0.787,0.9581587301587302,45.03855594656087,31.5,56.0,0,56,1708427454.3101997
1,4,4,56,18,0.399,0.684,0.39974999999999994,45.43830594656087,497.74,18.0,0,72,1708428069.5289142
1,8,8,18,64,0.529,0.796,0.965625,46.40393094656087,23.85,64.0,0,64,1708428684.748334
2,7,5,64,72,0.2985,0.7689999999999999,0.9426428571428571,47.34657380370373,19.56,72.13,0,72,1708429299.9881063
1,7,9,72,86,0.65,0.866,0.9769881650793651,48.32356196878309,47.11,86.67,0,88,1708429915.2317214
2,8,4,86,56,0.2495,0.7384999999999999,0.9311875000000001,49.25474946878309,20.92,56.27,0,56,1708430530.487187
3,7,7,56,48,0.18566666666666665,0.7963333333333334,0.9265238095238095,50.1812732783069,17.85,48.2,0,48,1708431145.7334797
3,4,6,48,55,0.18966666666666668,0.7723333333333334,0.9464166666666667,51.12768994497356,32.45,55.93,0,56,1708431760.969192
1,4,5,55,16,0.401,0.758,0.40912479999999996,51.53681474497356,479.95,16.73,0,64,1708432489.8058608
2,5,9,16,64,0.3305,0.802,0.8744335111111111,52.411248256084676,99.06,64.73,0,72,1708433105.0215335
2,8,8,64,96,0.3735,0.7575000000000001,0.9413750000000001,53.35262325608468,21.8,96.67,0,96,1708433720.2560573
1,6,9,96,65,0.599,0.865,0.7415276444444444,54.09415090052912,182.91,65.47,0,96,1708434335.5631998
2,8,9,65,120,0.446,0.8195,0.9468055555555556,55.04095645608468,20.63,120.53,0,120,1708434950.7941768
1,7,7,120,73,0.598,0.767,0.9854285714285714,56.02638502751325,36.4,73.13,0,72,1708435566.1492
2,9,7,73,88,0.3075,0.7190000000000001,0.9341666666666667,56.96055169417992,21.47,88.2,0,88,1708436181.4161704
3,7,7,88,72,0.21933333333333335,0.742,0.9313333333333333,57.891885027513254,20.84,72.47,0,72,1708436796.7167711
2,5,5,72,80,0.383,0.726,0.9766,58.86848502751325,50.57,80.13,0,80,1708437411.9752119
1,6,4,80,62,0.562,0.827,0.9702914666666667,59.83877649417992,52.11,62.13,0,64,1708438027.2184458
1,5,5,62,43,0.499,0.766,0.7423,60.58107649417992,182.39,43.4,0,64,1708438642.4591134
2,7,7,43,73,0.3,0.708,0.9428571428571428,61.52393363703706,25.65,73.07,0,72,1708439257.6975775
3,5,8,73,71,0.247,0.8113333333333334,0.9479552,62.47188883703706,25.27,71.87,0,72,1708439872.9303904
2,8,9,71,72,0.26249999999999996,0.823,0.9242569444444444,63.39614578148151,18.98,72.0,0,72,1708440488.1900585
2,9,9,72,79,0.533,0.778,0.9449666666666667,64.34111244814818,34.03,79.93,0,80,1708441103.421584
