action,replica,cpu,heap,inc_tps,out_tps,cpu_usage,memory_usage,cost,reward,sum_reward,response_time,num_request,num_failures,expected_tps
DO_NOTHING,5,2,1,33,41,0.111,0.477,0.02765,0.39818999999999993,4.103119999999999,132.95,7.33,0,50
DO_NOTHING,5,2,1,21,27,0.111,0.481,0.02773,0.47290999999999994,4.5760299999999985,82.57,11.37,0,50
DO_NOTHING,5,2,1,21,27,0.111,0.481,0.02773,0.5143099999999999,5.0903399999999985,66.89,13.67,0,50
DO_NOTHING,5,2,1,21,27,0.1,0.481,0.026,0.5607,5.651039999999998,53.22,16.4,0,50
DO_NOTHING,5,2,1,36,44,0.1,0.495,0.02629,0.6555399999999999,6.3065799999999985,39.94,21.28,0,50
INCREASE_REPLICA,6,2,1,50,62,0.089,0.514,0.02496,0.39570999999999995,6.702289999999999,151.57,6.47,0,50
DECREASE_REPLICA,5,2,1,37,46,0.088,0.52,0.02493,0.75126,7.453549999999999,29.36,26.07,0,50
DO_NOTHING,5,2,1,37,46,0.088,0.52,0.02493,0.72246,8.17601,32.14,24.47,0,50
DECREASE_REPLICA,4,2,1,57,71,0.081,0.51,0.01889,0.6339899999999999,8.81,41.65,19.93,0,50
DECREASE_REPLICA,3,2,1,65,81,0.088,0.524,0.01501,0.7682,9.5782,28.23,26.9,0,50
INCREASE_REPLICA,4,2,1,58,73,0.12,0.5,0.02365,0.36639999999999995,9.944600000000001,205.53,4.8,0,50
INCREASE_HEAP,4,2,2,25,31,0.17,0.563,0.03104,0.27324999999999994,10.21785,198.44,5.0,0,50
DO_NOTHING,4,2,2,25,31,0.17,0.563,0.03104,0.28764999999999996,10.5055,167.63,5.8,0,50
DECREASE_HEAP,4,2,1,23,29,0.169,0.467,0.02928,0.32254999999999995,10.82805,379.57,2.6,0,50
DECREASE_REPLICA,3,2,1,31,39,0.139,0.486,0.01936,0.5151699999999999,11.343219999999999,72.79,13.19,0,50
DO_NOTHING,3,2,1,31,39,0.139,0.486,0.01936,0.4937499999999999,11.836969999999999,77.68,12.0,0,50
INCREASE_REPLICA,4,2,1,49,62,0.141,0.514,0.02654,0.3835099999999999,12.220479999999998,194.1,5.07,0,50
INCREASE_HEAP,4,2,2,28,35,0.164,0.547,0.03001,0.26414999999999994,12.48463,209.83,4.8,0,50
INCREASE_CPU,4,3,2,46,58,0.224,0.524,0.0372,0.5211333333333333,13.005763333333332,45.47,19.6,0,50
DO_NOTHING,4,3,2,50,63,0.224,0.548,0.03761,0.7625733333333333,13.768336666666666,23.68,32.68,0,50
INCREASE_HEAP,4,3,3,51,65,0.243,0.564,0.04028,0.69448,14.462816666666667,25.39,31.11,0,50
DECREASE_REPLICA,3,3,3,98,124,0.184,0.598,0.02505,0.6883333333333334,15.15115,24.9,31.0,0,50
DO_NOTHING,3,3,3,98,124,0.184,0.598,0.02505,0.7363933333333333,15.887543333333333,21.85,33.67,0,50
DO_NOTHING,3,3,3,98,124,0.155,0.598,0.0223,0.78304,16.670583333333333,18.62,36.53,0,50
INCREASE_REPLICA,4,3,3,88,111,0.174,0.62,0.03251,0.39027333333333336,17.060856666666666,61.74,14.33,0,50
DECREASE_REPLICA,3,3,3,105,132,0.116,0.646,0.01921,0.95626,18.017116666666666,10.55,46.07,0,50
DO_NOTHING,3,3,3,105,132,0.116,0.646,0.01921,0.92746,18.944576666666666,11.58,44.47,0,50
DO_NOTHING,3,3,3,105,132,0.084,0.646,0.01618,0.8465266666666666,19.791103333333332,14.64,40.27,0,50
INCREASE_REPLICA,4,3,3,101,127,0.137,0.622,0.02786,0.5909,20.382003333333333,30.45,25.8,0,50
DECREASE_REPLICA,3,3,3,119,149,0.077,0.65,0.01556,0.9821066666666667,21.36411,9.92,47.83,0,50
DO_NOTHING,3,3,3,119,149,0.077,0.65,0.01556,0.9227066666666666,22.286816666666667,11.44,44.53,0,50
DO_NOTHING,3,3,3,119,149,0.071,0.65,0.015,0.9433066666666666,23.230123333333335,10.83,45.73,0,50
DO_NOTHING,3,3,3,137,171,0.071,0.656,0.01507,0.9790466666666667,24.20917,9.92,47.66,0,50
DO_NOTHING,3,3,3,137,171,0.071,0.656,0.01507,0.9720266666666667,25.18119666666667,9.78,47.27,0,50
DO_NOTHING,3,3,3,137,171,0.077,0.656,0.01564,0.9273066666666666,26.108503333333335,11.17,44.73,0,50
DECREASE_HEAP,3,3,2,62,79,0.211,0.563,0.02717,0.5611166666666666,26.669620000000002,40.97,21.4,0,50
DECREASE_HEAP,3,3,1,66,84,0.212,0.44,0.0257,0.6140733333333332,27.283693333333336,43.56,19.93,0,50
DECREASE_REPLICA,2,3,1,84,106,0.168,0.498,0.01484,0.8506599999999999,28.134353333333337,21.28,31.87,0,50
DO_NOTHING,2,3,1,84,106,0.128,0.498,0.01231,0.9615333333333334,29.09588666666667,15.43,38.4,0,50
DO_NOTHING,2,3,1,84,106,0.128,0.498,0.01231,0.9386733333333332,30.034560000000003,16.93,37.13,0,50
DO_NOTHING,2,3,1,157,196,0.128,0.505,0.01237,0.9518933333333333,30.986453333333337,16.1,37.67,0,50
DO_NOTHING,2,3,1,157,196,0.128,0.505,0.01237,0.9169733333333333,31.90342666666667,17.43,35.73,0,50
DO_NOTHING,2,3,1,157,196,0.151,0.505,0.01383,0.9724666666666666,32.87589333333334,14.73,38.6,0,50
DO_NOTHING,2,3,1,157,196,0.151,0.505,0.01383,0.9256666666666666,33.80156,17.39,36.0,0,50
DO_NOTHING,2,3,1,165,204,0.151,0.511,0.01388,0.9562066666666666,34.75776666666667,15.83,37.53,0,50
DO_NOTHING,2,3,1,165,204,0.151,0.511,0.01388,1.0366666666666666,35.79443333333334,12.61,42.0,0,50
DO_NOTHING,2,3,1,165,204,0.138,0.511,0.01305,1.01416,36.808593333333334,13.32,40.87,0,50
DO_NOTHING,2,3,1,172,211,0.138,0.516,0.0131,1.0028000000000001,37.811393333333335,14.57,40.1,0,50
DECREASE_REPLICA,1,3,1,188,226,0.134,0.507,0.00638,0.9274333333333331,38.73882666666667,16.51,36.2,0,50
DECREASE_REPLICA,1,3,1,,,,,,-1,37.73882666666667,,,,
DO_NOTHING,1,3,1,341,380,0.134,0.522,0.00645,1.0933333333333333,38.83216,10.46,45.0,0,50
DO_NOTHING,1,3,1,341,380,0.134,0.522,0.00645,1.0405933333333333,39.872753333333335,12.34,42.07,0,50
DO_NOTHING,1,3,1,341,380,0.185,0.522,0.00806,1.0753733333333333,40.94812666666667,11.18,43.53,0,50
DO_NOTHING,1,3,1,341,380,0.185,0.522,0.00806,1.1329733333333332,42.0811,9.45,46.73,0,50
DO_NOTHING,1,3,1,372,415,0.185,0.532,0.0081,1.0960333333333332,43.17713333333333,10.85,44.4,0,50
DO_NOTHING,1,3,1,372,415,0.185,0.532,0.0081,1.0947733333333334,44.271906666666666,10.57,44.33,0,50
DECREASE_REPLICA,1,3,1,,,,,,-1,43.271906666666666,,,,
INCREASE_REPLICA,2,3,1,160,179,0.233,0.48,0.0188,0.47593333333333326,43.74784,86.96,10.95,0,50
DECREASE_REPLICA,1,3,1,307,342,0.156,0.533,0.00719,1.1408399999999999,44.888679999999994,9.26,47.13,0,50
DO_NOTHING,1,3,1,345,380,0.156,0.534,0.00719,1.0585399999999998,45.947219999999994,11.98,42.53,0,50
DECREASE_HEAP,1,3,1,,,,,,-1,44.947219999999994,,,,
DECREASE_CPU,1,2,1,10,14,0.199,0.387,0.00793,0.28158999999999995,45.228809999999996,475.0,2.13,0,50
INCREASE_REPLICA,2,2,1,82,107,0.198,0.51,0.01684,0.35417999999999994,45.582989999999995,357.03,2.76,0,50
DO_NOTHING,2,2,1,82,107,0.198,0.51,0.01684,0.36443999999999993,45.94743,306.1,3.33,0,50
DO_NOTHING,2,2,1,82,107,0.192,0.51,0.01646,0.3701399999999999,46.317569999999996,267.36,3.73,0,50
DO_NOTHING,2,2,1,23,29,0.192,0.519,0.01654,0.3807599999999999,46.69833,251.57,4.07,0,50
DO_NOTHING,2,2,1,23,29,0.192,0.519,0.01654,0.3771599999999999,47.075489999999995,245.76,3.87,0,50
DO_NOTHING,2,2,1,23,29,0.128,0.519,0.01249,0.4583599999999999,47.533849999999994,107.34,9.27,0,50
DO_NOTHING,2,2,1,46,61,0.128,0.526,0.01255,0.5246799999999999,48.05852999999999,73.21,12.76,0,50
DO_NOTHING,2,2,1,46,61,0.128,0.526,0.01255,0.48939999999999995,48.547929999999994,86.57,10.8,0,50
DECREASE_REPLICA,1,2,1,133,167,0.059,0.603,0.00442,0.7639099999999999,49.31184,30.22,24.87,0,50
DECREASE_REPLICA,1,2,1,,,,,,-1,48.31184,,,,
DO_NOTHING,1,2,1,133,167,0.059,0.603,0.00442,0.7698499999999999,49.081689999999995,29.9,25.2,0,50
DO_NOTHING,1,2,1,133,167,0.124,0.603,0.00647,0.9157,49.997389999999996,19.76,32.4,0,50
DO_NOTHING,1,2,1,133,167,0.124,0.603,0.00647,0.9169599999999999,50.91435,20.23,32.47,0,50
DO_NOTHING,1,2,1,220,277,0.124,0.603,0.00647,0.9360399999999999,51.85039,18.39,33.53,0,50
DO_NOTHING,1,2,1,220,277,0.124,0.603,0.00647,0.97564,52.826029999999996,16.94,35.73,0,50
DO_NOTHING,1,2,1,220,277,0.169,0.603,0.0079,0.9917499999999999,53.81778,16.56,36.0,0,50
DO_NOTHING,1,2,1,264,325,0.169,0.616,0.00795,0.9689099999999999,54.78669,18.05,34.37,0,50
DO_NOTHING,1,2,1,264,325,0.169,0.616,0.00795,1.0126499999999998,55.79934,15.88,36.8,0,50
DO_NOTHING,1,2,1,264,325,0.169,0.616,0.00795,0.8506499999999999,56.64999,25.4,27.8,0,50
DECREASE_REPLICA,1,2,1,,,,,,-1,55.64999,,,,
DECREASE_REPLICA,1,2,1,,,,,,-1,54.64999,,,,
DO_NOTHING,1,2,1,264,325,0.158,0.616,0.0076,0.91144,55.56143,21.16,31.33,0,50
DO_NOTHING,1,2,1,253,314,0.158,0.629,0.00766,0.98634,56.54777,17.2,35.13,0,50
DO_NOTHING,1,2,1,253,314,0.158,0.629,0.00766,1.0055999999999998,57.55337,16.36,36.2,0,50
INCREASE_REPLICA,2,2,1,156,189,0.176,0.523,0.01556,0.3499599999999999,57.903330000000004,389.2,2.47,0,50
DECREASE_REPLICA,1,2,1,205,250,0.147,0.634,0.00733,1.0472899999999998,58.95062,14.79,38.53,0,50
DO_NOTHING,1,2,1,205,250,0.147,0.634,0.00733,1.07735,60.02797,13.27,40.2,0,50
DO_NOTHING,1,2,1,205,250,0.12,0.634,0.00648,0.96854,60.99651,17.59,34.53,0,50
DO_NOTHING,1,2,1,205,250,0.12,0.634,0.00648,1.0441399999999998,62.04065,14.2,38.73,0,50
DO_NOTHING,1,2,1,286,350,0.12,0.637,0.00649,1.04456,63.08521,14.16,38.67,0,50
DO_NOTHING,1,2,1,286,350,0.12,0.637,0.00649,1.00964,64.09485,15.69,36.73,0,50
DO_NOTHING,1,2,1,286,350,0.151,0.637,0.00747,1.0713899999999998,65.16623999999999,13.43,39.73,0,50
DO_NOTHING,1,2,1,292,358,0.151,0.637,0.00747,1.05429,66.22052999999998,14.25,38.78,0,50
DO_NOTHING,1,2,1,292,358,0.151,0.637,0.00747,1.0546499999999999,67.27517999999998,14.08,38.8,0,50
DO_NOTHING,1,2,1,292,358,0.151,0.637,0.00747,1.04511,68.32028999999997,14.23,38.27,0,50
DO_NOTHING,1,2,1,292,358,0.144,0.637,0.00725,1.0660399999999999,69.38632999999997,13.61,39.53,0,50
DO_NOTHING,1,2,1,296,361,0.144,0.637,0.00725,1.06136,70.44768999999997,13.85,39.27,0,50
DO_NOTHING,1,2,1,296,361,0.144,0.637,0.00725,1.05416,0.0,14.15,38.87,0,50
DO_NOTHING,1,2,1,296,361,0.144,0.637,0.00725,1.0660399999999999,1.0660399999999999,13.42,39.53,0,50
DO_NOTHING,1,2,1,296,361,0.148,0.637,0.00738,1.0490399999999998,2.11508,14.59,38.53,0,50
DO_NOTHING,1,2,1,298,362,0.148,0.638,0.00738,1.05314,3.16822,14.13,38.73,0,50
DO_NOTHING,1,2,1,298,362,0.148,0.638,0.00738,1.05314,4.22136,14.12,38.73,0,50
INCREASE_HEAP,1,2,2,17,23,0.199,0.517,0.00848,0.22219999999999995,4.44356,444.28,2.4,0,50
DECREASE_REPLICA,1,2,2,,,,,,-1,3.4435599999999997,,,,
DECREASE_HEAP,1,2,1,5,7,0.199,0.404,0.008,0.28289,3.72645,580.66,1.73,0,50
INCREASE_CPU,1,3,1,32,45,0.299,0.437,0.0113,0.4015333333333333,4.127983333333333,134.28,7.4,0,50
DO_NOTHING,1,3,1,32,45,0.299,0.437,0.0113,0.4411333333333333,4.569116666666666,102.63,9.6,0,50
DO_NOTHING,1,3,1,32,45,0.3,0.437,0.01133,0.55776,5.126876666666666,58.18,16.07,0,50
DO_NOTHING,1,3,1,32,45,0.3,0.437,0.01133,0.6200399999999999,5.746916666666666,44.84,19.53,0,50
DO_NOTHING,1,3,1,134,177,0.3,0.506,0.01163,0.6102599999999999,6.357176666666666,53.34,17.07,0,50
DO_NOTHING,1,3,1,134,177,0.3,0.506,0.01163,0.72186,7.079036666666665,35.19,23.27,0,50
DO_NOTHING,1,3,1,134,177,0.299,0.506,0.0116,0.6844333333333332,7.763469999999998,40.14,21.2,0,50
DECREASE_REPLICA,1,3,1,,,,,,-1,6.763469999999998,,,,
DO_NOTHING,1,3,1,134,177,0.299,0.506,0.0116,0.6460933333333333,7.409563333333331,45.34,19.07,0,50
DO_NOTHING,1,3,1,175,221,0.299,0.53,0.0117,0.7300933333333333,8.139656666666664,35.15,23.07,0,50
DO_NOTHING,1,3,1,175,221,0.299,0.53,0.0117,0.8751733333333334,9.014829999999996,22.47,31.13,0,50
DO_NOTHING,1,3,1,175,221,0.29,0.53,0.01141,0.9001333333333332,9.91496333333333,20.72,32.6,0,50
DO_NOTHING,1,3,1,175,221,0.29,0.53,0.01141,0.8268733333333332,10.741836666666662,25.07,28.53,0,50
DO_NOTHING,1,3,1,243,287,0.29,0.596,0.01169,0.8983933333333332,11.640229999999995,22.97,30.67,0,50
DO_NOTHING,1,3,1,243,287,0.29,0.596,0.01169,1.0110733333333333,12.65130333333333,16.37,36.93,0,50
DO_NOTHING,1,3,1,243,287,0.262,0.596,0.01081,1.0856066666666666,13.736909999999996,12.74,41.33,0,50
DO_NOTHING,1,3,1,326,373,0.262,0.589,0.01078,1.0754466666666667,14.812356666666663,13.36,40.96,0,50
DECREASE_HEAP,1,3,1,,,,,,-1,13.812356666666663,,,,
DO_NOTHING,1,3,1,326,373,0.262,0.589,0.01078,0.9885066666666666,14.800863333333329,16.86,36.13,0,50
INCREASE_CPU,1,4,1,6,7,0.394,0.403,0.01416,0.68509,15.48595333333333,34.84,24.13,0,50
INCREASE_CPU,1,5,1,13,18,0.498,0.415,0.0175,0.8597599999999999,16.34571333333333,21.43,33.47,0,50
DO_NOTHING,1,5,1,13,18,0.498,0.415,0.0175,0.80576,17.15147333333333,24.3,30.47,0,50
DECREASE_HEAP,1,5,1,,,,,,-1,16.15147333333333,,,,
DO_NOTHING,1,5,1,226,280,0.498,0.436,0.01759,0.9158,17.06727333333333,18.35,36.0,0,50
DO_NOTHING,1,5,1,226,280,0.498,0.436,0.01759,0.8270599999999999,17.89433333333333,22.66,31.07,0,50
DECREASE_REPLICA,1,5,1,,,,,,-1,16.89433333333333,,,,
INCREASE_CPU,1,6,1,59,84,0.589,0.421,0.0204,0.9538433333333333,17.84817666666666,16.66,38.57,0,50
DO_NOTHING,1,6,1,59,84,0.589,0.421,0.0204,0.9975833333333333,18.845759999999995,13.39,41.0,0,50
DO_NOTHING,1,6,1,286,359,0.589,0.491,0.0207,0.8837233333333332,19.729483333333327,20.36,32.73,0,50
INCREASE_CPU,1,7,1,249,292,0.561,0.477,0.01975,1.0262914285714286,20.755774761904757,14.34,41.54,0,50
DO_NOTHING,1,7,1,249,292,0.561,0.477,0.01975,1.1017114285714285,21.857486190476184,10.37,45.73,0,50
DO_NOTHING,1,7,1,363,408,0.561,0.532,0.01999,1.0705314285714285,22.928017619047612,12.52,42.47,0,50
DO_NOTHING,1,7,1,363,408,0.561,0.532,0.01999,1.1808714285714286,24.10888904761904,8.77,48.6,0,50
DO_NOTHING,1,7,1,363,408,0.4,0.532,0.0149,1.1598314285714286,25.26872047619047,9.05,48.07,0,50
DO_NOTHING,1,7,1,363,408,0.4,0.532,0.0149,1.1670314285714285,26.435751904761897,8.82,48.47,0,50
DO_NOTHING,1,7,1,404,445,0.4,0.571,0.01506,1.1685314285714283,27.604283333333324,9.36,47.47,0,50
DO_NOTHING,1,7,1,404,445,0.4,0.571,0.01506,1.2056114285714283,28.80989476190475,8.22,49.53,0,50
DO_NOTHING,1,7,1,404,445,0.267,0.571,0.01086,1.1842314285714286,29.99412619047618,8.69,48.87,0,50
DO_NOTHING,1,7,1,404,445,0.267,0.571,0.01086,1.1397714285714287,31.13389761904761,9.87,46.4,0,50
DO_NOTHING,1,7,1,405,448,0.267,0.58,0.0109,1.1959314285714284,32.329829047619036,8.21,49.27,0,50
DO_NOTHING,1,7,1,405,448,0.267,0.58,0.0109,1.1910714285714286,33.52090047619046,8.23,49.0,0,50
DO_NOTHING,1,7,1,405,448,0.224,0.58,0.00954,1.1604599999999998,34.68136047619046,9.0,47.47,0,50
DO_NOTHING,1,7,1,405,448,0.224,0.58,0.00954,1.14966,35.83102047619046,9.38,46.87,0,50
DO_NOTHING,1,7,1,407,451,0.224,0.588,0.00957,1.1991999999999998,37.03022047619046,8.34,49.4,0,50
DO_NOTHING,1,7,1,407,451,0.224,0.588,0.00957,1.1811999999999998,38.211420476190455,8.59,48.4,0,50
DO_NOTHING,1,7,1,407,451,0.212,0.588,0.00919,1.183942857142857,39.395363333333314,8.33,48.6,0,50
DO_NOTHING,1,7,1,415,460,0.212,0.593,0.00921,1.203002857142857,40.59836619047617,8.24,49.52,0,50
INCREASE_CPU,1,8,1,317,389,0.561,0.39,0.01939,1.0751625,41.67352869047617,10.4,46.95,0,50
DO_NOTHING,1,8,1,352,420,0.561,0.463,0.0197,1.1266025,42.800131190476165,9.13,47.78,0,50
DO_NOTHING,1,8,1,352,420,0.561,0.463,0.0197,1.1642225,43.964353690476166,7.7,49.87,0,50
DO_NOTHING,1,8,1,352,420,0.561,0.463,0.0197,1.1485625,45.11291619047616,8.13,49.0,0,50
DO_NOTHING,1,8,1,352,420,0.306,0.463,0.01163,1.120565,46.23348119047616,8.39,48.33,0,50
DO_NOTHING,1,8,1,368,433,0.306,0.466,0.01165,1.131785,47.36526619047616,8.15,48.87,0,50
DO_NOTHING,1,8,1,368,433,0.306,0.466,0.01165,1.143665,48.50893119047616,7.85,49.53,0,50
DO_NOTHING,1,8,1,368,433,0.306,0.466,0.01165,1.130525,49.63945619047616,8.09,48.8,0,50
DO_NOTHING,1,8,1,368,433,0.214,0.466,0.00874,1.127115,50.766571190476164,8.21,48.93,0,50
DO_NOTHING,1,8,1,371,438,0.214,0.489,0.00884,1.137535,51.90410619047616,8.09,48.87,0,50
DO_NOTHING,1,8,1,371,438,0.214,0.489,0.00884,1.150675,53.05478119047616,7.6,49.6,0,50
DO_NOTHING,1,8,1,371,438,0.214,0.489,0.00884,1.124215,54.17899619047616,8.44,48.13,0,50
DO_NOTHING,1,8,1,371,438,0.212,0.489,0.00877,1.14929,55.32828619047616,8.33,49.53,0,50
DO_NOTHING,1,8,1,369,438,0.212,0.513,0.00888,1.15895,56.48723619047616,7.86,49.4,0,50
DO_NOTHING,1,8,1,369,438,0.212,0.513,0.00888,1.15895,57.64618619047616,7.86,49.4,0,50
DO_NOTHING,1,8,1,369,438,0.212,0.513,0.00888,1.16489,58.81107619047616,7.59,49.73,0,50
DO_NOTHING,1,8,1,369,438,0.187,0.513,0.00808,1.1669275,59.97800369047616,7.38,49.93,0,50
DO_NOTHING,1,8,1,376,445,0.187,0.513,0.00808,1.1609875,61.138991190476155,7.62,49.6,0,50
DO_NOTHING,1,8,1,376,445,0.187,0.513,0.00808,1.1633274999999998,62.302318690476156,7.69,49.73,0,50
DO_NOTHING,1,8,1,376,445,0.163,0.513,0.00733,1.1654275,63.467746190476156,7.49,49.93,0,50
DO_NOTHING,1,8,1,376,445,0.163,0.513,0.00733,1.1558875,64.62363369047615,7.78,49.4,0,50
DO_NOTHING,1,8,1,375,451,0.163,0.514,0.00733,1.1612475,65.78488119047616,7.51,49.67,0,50
DO_NOTHING,1,8,1,375,451,0.163,0.514,0.00733,1.1515275,66.93640869047616,8.03,49.13,0,50
DO_NOTHING,1,8,1,375,451,0.158,0.514,0.00717,1.165615,68.10202369047616,7.37,49.93,0,50
DO_NOTHING,1,8,1,375,451,0.158,0.514,0.00717,1.156075,69.25809869047616,7.74,49.4,0,50
DO_NOTHING,1,8,1,374,453,0.158,0.515,0.00718,1.158915,70.41701369047615,7.65,49.53,0,50
DO_NOTHING,1,8,1,374,453,0.158,0.515,0.00718,1.152975,71.56998869047615,7.91,49.2,0,50
DO_NOTHING,1,8,1,374,453,0.167,0.515,0.00746,1.1571375,72.72712619047616,7.48,49.4,0,50
DO_NOTHING,1,8,1,374,453,0.167,0.515,0.00746,1.1607375,73.88786369047615,7.5,49.6,0,50
DO_NOTHING,1,8,1,375,450,0.167,0.516,0.00747,1.1696975,75.05756119047615,7.54,50.07,0,50
DO_NOTHING,1,8,1,375,450,0.167,0.516,0.00747,1.1576374999999999,76.21519869047614,7.67,49.4,0,50
DO_NOTHING,1,8,1,375,450,0.166,0.516,0.00743,1.166035,77.38123369047614,7.45,49.87,0,50
DO_NOTHING,1,8,1,375,450,0.166,0.516,0.00743,1.1624349999999999,78.54366869047614,7.44,49.67,0,50
DO_NOTHING,1,8,1,376,444,0.166,0.518,0.00744,1.169375,79.71304369047614,7.48,50.0,0,50
DO_NOTHING,1,8,1,376,444,0.166,0.518,0.00744,1.1634349999999998,80.87647869047615,7.61,49.67,0,50
DO_NOTHING,1,8,1,376,444,0.155,0.518,0.00709,1.1663474999999999,82.04282619047615,7.36,49.87,0,50
DO_NOTHING,1,8,1,376,444,0.155,0.518,0.00709,1.1602275,83.20305369047615,7.57,49.53,0,50
DO_NOTHING,1,8,1,376,436,0.155,0.518,0.00709,1.1650874999999998,84.36814119047615,7.6,49.8,0,50
DO_NOTHING,1,8,1,376,436,0.155,0.518,0.00709,1.1650874999999998,85.53322869047615,7.49,49.8,0,50
DO_NOTHING,1,8,1,376,436,0.151,0.518,0.00697,1.1660975,86.69932619047616,7.39,49.87,0,50
DO_NOTHING,1,8,1,376,452,0.151,0.518,0.00697,1.1655575,87.86488369047616,7.7,49.84,0,50
DO_NOTHING,1,8,1,376,452,0.151,0.518,0.00697,1.1635775,89.02846119047616,7.49,49.73,0,50
DO_NOTHING,1,8,1,376,452,0.151,0.518,0.00697,1.1635775,90.19203869047617,7.57,49.73,0,50
DO_NOTHING,1,8,1,376,452,0.154,0.518,0.00706,1.165025,91.35706369047617,7.47,49.8,0,50
DO_NOTHING,1,8,1,377,445,0.154,0.519,0.00707,1.1619249999999999,92.51898869047616,7.59,49.6,0,50
DO_NOTHING,1,8,1,377,445,0.154,0.519,0.00707,1.1606649999999998,93.67965369047616,7.75,49.53,0,50
DO_NOTHING,1,8,1,377,445,0.154,0.519,0.00707,1.167865,94.84751869047616,7.34,49.93,0,50
DO_NOTHING,1,8,1,377,445,0.15,0.519,0.00694,1.160415,96.00793369047616,7.5,49.53,0,50
DO_NOTHING,1,8,1,375,432,0.15,0.519,0.00694,1.1688749999999999,97.17680869047616,7.3,50.0,0,50
DO_NOTHING,1,8,1,375,432,0.15,0.519,0.00694,1.160415,98.33722369047616,7.6,49.53,0,50
DO_NOTHING,1,8,1,375,432,0.15,0.519,0.00694,1.1629349999999998,99.50015869047617,7.59,49.67,0,50
DO_NOTHING,1,8,1,375,432,0.149,0.519,0.00691,1.1664725,100.66663119047617,7.46,49.87,0,50
DO_NOTHING,1,8,1,375,437,0.149,0.52,0.00691,1.1549125,101.82154369047616,7.79,49.2,0,50
DO_NOTHING,1,8,1,375,437,0.149,0.52,0.00691,1.1608524999999998,102.98239619047617,7.69,49.53,0,50
DO_NOTHING,1,8,1,375,437,0.149,0.52,0.00691,1.1585125,104.14090869047617,7.69,49.4,0,50
