action,replica,cpu,heap,inc_tps,out_tps,cpu_usage,memory_usage,cost,reward,sum_reward,response_time,num_request,num_failures,expected_tps
INCREASE_REPLICA,2,5,5,150,185,0.42,0.593,0.03158,0.6071,11.504418571428573,27.72,28.1,0,50
DECREASE_REPLICA,1,5,5,233,280,0.351,0.722,0.01415,0.96536,12.469778571428574,8.76,47.67,0,50
DECREASE_CPU,1,4,5,14,20,0.399,0.521,0.01482,0.466835,12.936613571428573,43.71,20.27,0,50
DO_NOTHING,1,4,5,14,20,0.399,0.521,0.01482,0.6648350000000001,13.601448571428573,23.88,31.27,0,50
INCREASE_HEAP,1,4,6,81,114,0.4,0.584,0.01512,0.6471266666666667,14.24857523809524,24.44,30.47,0,50
INCREASE_HEAP,1,4,7,22,31,0.4,0.553,0.01499,0.46678,14.71535523809524,41.71,20.96,0,50
DECREASE_REPLICA,1,4,7,,,,,,-1,13.71535523809524,,,,
INCREASE_HEAP,1,4,8,76,110,0.4,0.651,0.0154,0.6040475000000001,14.31940273809524,26.87,28.52,0,50
DO_NOTHING,1,4,8,76,110,0.4,0.651,0.0154,0.7327475000000001,15.05215023809524,18.36,35.67,0,50
DECREASE_CPU,1,4,8,,,,,,-1,14.05215023809524,,,,
DECREASE_REPLICA,1,4,8,,,,,,-1,13.05215023809524,,,,
DECREASE_REPLICA,1,4,8,,,,,,-1,12.05215023809524,,,,
DECREASE_HEAP,1,4,7,14,19,0.4,0.538,0.01492,0.4496885714285714,12.501838809523813,44.61,20.07,0,50
DO_NOTHING,1,4,7,14,19,0.4,0.538,0.01492,0.6440885714285713,13.145927380952385,24.12,30.87,0,50
DO_NOTHING,1,4,7,181,230,0.4,0.6,0.01519,0.6557171428571429,13.801644523809527,22.66,31.27,0,50
DECREASE_CPU,1,4,7,,,,,,-1,12.801644523809527,,,,
DECREASE_HEAP,1,4,6,31,46,0.397,0.557,0.01491,0.5802416666666667,13.381886190476193,29.4,26.9,0,50
DECREASE_HEAP,1,4,5,4,5,0.387,0.479,0.01426,0.456275,13.838161190476193,43.99,20.0,0,50
INCREASE_HEAP,1,4,6,66,94,0.391,0.574,0.01479,0.5719083333333334,14.410069523809526,30.37,26.4,0,50
INCREASE_REPLICA,2,4,6,156,193,0.33,0.648,0.02635,0.51465,14.924719523809525,35.29,23.3,0,50
DECREASE_HEAP,2,4,5,84,107,0.311,0.578,0.02456,0.676095,15.600814523809525,23.09,32.19,0,50
DECREASE_REPLICA,1,4,5,195,238,0.224,0.646,0.00982,0.8246600000000001,16.425474523809527,13.91,40.67,0,50
INCREASE_REPLICA,2,4,5,175,194,0.284,0.583,0.0229,0.55136,16.976834523809526,31.83,25.42,0,50
INCREASE_CPU,2,5,5,76,96,0.419,0.569,0.03131,0.8535400000000001,17.830374523809525,14.68,41.93,0,50
DO_NOTHING,2,5,5,134,171,0.419,0.625,0.03179,0.78552,18.615894523809523,17.18,37.84,0,50
INCREASE_HEAP,2,5,6,94,119,0.349,0.587,0.02704,0.8392766666666667,19.45517119047619,14.54,41.97,0,50
INCREASE_REPLICA,3,5,6,117,145,0.294,0.599,0.03549,0.7096766666666667,20.164847857142856,20.28,35.02,0,50
DECREASE_CPU,3,4,6,72,90,0.291,0.614,0.0354,0.7306816666666667,20.895529523809522,19.45,35.73,0,50
DECREASE_REPLICA,2,4,6,145,182,0.148,0.639,0.01477,0.83711,21.73263952380952,13.02,42.52,0,50
DECREASE_HEAP,2,4,5,76,97,0.377,0.548,0.02848,0.700785,22.43342452380952,21.54,33.27,0,50
INCREASE_REPLICA,3,4,5,89,112,0.244,0.626,0.0311,0.63634,23.06976452380952,25.34,30.18,0,50
DECREASE_REPLICA,2,4,5,126,157,0.168,0.668,0.01628,0.8857400000000001,23.95550452380952,11.45,44.33,0,50
DO_NOTHING,2,4,5,126,157,0.117,0.668,0.01306,0.873425,24.82892952380952,11.46,44.0,0,50
DO_NOTHING,2,4,5,195,235,0.117,0.685,0.0132,0.9348850000000001,25.763814523809522,10.19,47.32,0,50
INCREASE_CPU,2,5,5,114,144,0.369,0.55,0.02799,0.81874,26.58255452380952,15.8,40.38,0,50
INCREASE_CPU,2,6,5,118,149,0.445,0.568,0.03295,0.9073033333333334,27.489857857142855,12.42,45.19,0,50
INCREASE_CPU,2,7,5,151,187,0.447,0.53,0.03275,0.8963685714285714,28.386226428571426,12.21,45.08,0,50
INCREASE_REPLICA,3,7,5,122,150,0.302,0.572,0.03591,0.9224314285714286,29.308657857142855,12.21,46.87,0,50
INCREASE_HEAP,3,7,6,111,140,0.293,0.569,0.03502,0.9199252380952381,30.228583095238093,11.25,47.31,0,50
DECREASE_REPLICA,2,7,6,157,194,0.197,0.572,0.0173,0.9100780952380952,31.13866119047619,9.8,47.13,0,50
DECREASE_CPU,2,6,6,126,155,0.41,0.569,0.03074,0.8872633333333334,32.02592452380952,13.59,44.76,0,50
INCREASE_REPLICA,3,6,6,127,154,0.299,0.589,0.03584,0.83612,32.86204452380952,14.3,42.34,0,50
DECREASE_HEAP,3,6,5,91,113,0.338,0.543,0.03896,0.8814866666666668,33.74353119047619,13.24,44.39,0,50
DECREASE_CPU,3,5,5,95,120,0.26,0.572,0.03193,0.8228199999999999,34.56635119047619,15.45,41.09,0,50
INCREASE_CPU,3,6,5,93,118,0.307,0.536,0.03593,0.8699233333333334,35.43627452380952,13.57,43.93,0,50
DO_NOTHING,3,6,5,132,165,0.307,0.551,0.03612,0.9137233333333333,36.34999785714285,11.78,46.28,0,50
INCREASE_REPLICA,4,6,5,102,127,0.192,0.588,0.03424,0.8956000000000001,37.245597857142855,12.54,45.6,0,50
INCREASE_HEAP,4,6,6,64,82,0.392,0.54,0.05872,0.8928866666666667,38.138484523809524,13.86,45.29,0,50
INCREASE_CPU,4,7,6,85,106,0.368,0.536,0.05562,0.9237923809523809,39.0622769047619,12.27,47.38,0,50
DECREASE_HEAP,4,7,5,86,107,0.361,0.529,0.05461,0.9482657142857143,40.01054261904761,11.4,48.31,0,50
DECREASE_CPU,4,6,5,71,89,0.402,0.556,0.06025,0.9046799999999999,40.91522261904761,13.45,45.31,0,50
DECREASE_HEAP,4,6,4,72,89,0.374,0.528,0.05624,0.9246266666666666,41.83984928571428,12.91,45.97,0,50
DECREASE_HEAP,4,6,4,,,,,,-1,40.83984928571428,,,,
DO_NOTHING,4,6,4,104,129,0.374,0.551,0.05663,0.9069816666666667,41.74683095238095,12.89,44.83,0,50
DECREASE_REPLICA,3,6,4,128,160,0.177,0.568,0.02401,0.89701,42.64384095238095,11.84,45.07,0,50
DECREASE_REPLICA,2,6,4,171,209,0.188,0.59,0.01689,0.9406366666666666,43.58447761904762,10.36,47.29,0,50
DECREASE_HEAP,2,6,4,,,,,,-1,42.58447761904762,,,,
DECREASE_HEAP,2,6,4,,,,,,-1,41.58447761904762,,,,
DO_NOTHING,2,6,4,171,209,0.188,0.59,0.01689,0.9042766666666666,42.488754285714286,11.29,45.27,0,50
INCREASE_HEAP,2,6,5,145,183,0.358,0.532,0.02714,0.8926733333333333,43.38142761904762,12.29,44.98,0,50
DECREASE_CPU,2,5,5,91,112,0.411,0.524,0.03042,0.8615600000000001,44.24298761904762,13.7,42.67,0,50
DECREASE_REPLICA,1,5,5,197,239,0.338,0.608,0.01326,0.80866,45.05164761904762,14.15,39.67,0,50
DECREASE_CPU,1,4,5,4,5,0.4,0.538,0.01492,0.43374,45.48538761904762,48.91,18.33,0,50
INCREASE_CPU,1,5,5,18,25,0.491,0.517,0.01771,0.68634,46.17172761904762,22.33,32.53,0,50
INCREASE_HEAP,1,5,6,17,24,0.488,0.55,0.01776,0.7077133333333334,46.87944095238095,20.2,34.06,0,50
DECREASE_CPU,1,4,6,74,99,0.397,0.601,0.0151,0.5520483333333334,47.431489285714285,32.9,25.13,0,50
DECREASE_CPU,1,4,6,,,,,,-1,46.431489285714285,,,,
INCREASE_REPLICA,2,4,6,137,161,0.312,0.624,0.02501,0.5381199999999999,46.969609285714284,32.87,24.84,0,50
INCREASE_REPLICA,3,4,6,119,148,0.239,0.594,0.03022,0.496075,47.46568428571428,36.06,23.15,0,50
DECREASE_REPLICA,2,4,6,117,145,0.159,0.7,0.01598,0.9074683333333333,48.373152619047616,9.97,46.07,0,50
INCREASE_REPLICA,3,4,6,131,158,0.21,0.646,0.02813,0.5450233333333333,48.91817595238095,30.92,25.83,0,50
DECREASE_HEAP,3,4,5,91,114,0.286,0.6,0.03475,0.77849,49.69666595238095,18.25,37.93,0,50
DECREASE_REPLICA,2,4,5,100,124,0.131,0.617,0.01351,0.823275,50.51994095238095,13.5,41.4,0,50
INCREASE_HEAP,2,4,6,90,112,0.34,0.582,0.02643,0.721,51.240940952380946,19.83,35.0,0,50
DECREASE_CPU,2,4,6,,,,,,-1,50.240940952380946,,,,
INCREASE_HEAP,2,4,7,85,106,0.305,0.595,0.02432,0.7149449999999999,50.955885952380946,19.37,35.24,0,50
INCREASE_HEAP,2,4,8,83,102,0.304,0.644,0.02468,0.6585700000000001,51.61445595238094,22.42,32.24,0,50
INCREASE_HEAP,2,4,9,84,106,0.294,0.655,0.02414,0.7074588888888889,52.32191484126983,19.67,35.24,0,50
DECREASE_CPU,2,4,9,,,,,,-1,51.32191484126983,,,,
DECREASE_HEAP,2,4,8,99,124,0.307,0.64,0.02483,0.730695,52.05260984126983,18.85,36.24,0,50
INCREASE_HEAP,2,4,9,86,109,0.306,0.601,0.02444,0.6670788888888888,52.719688730158715,21.7,33.08,0,50
DECREASE_CPU,2,4,9,,,,,,-1,51.719688730158715,,,,
DECREASE_REPLICA,1,4,9,175,216,0.216,0.648,0.00957,0.85266,52.572348730158716,12.0,43.87,0,50
DECREASE_CPU,1,4,9,,,,,,-1,51.572348730158716,,,,
INCREASE_REPLICA,2,4,9,173,197,0.28,0.629,0.02303,0.6155244444444444,52.18787317460316,24.61,30.31,0,50
INCREASE_CPU,2,5,9,78,97,0.421,0.611,0.03179,0.8297044444444445,53.01757761904761,14.58,41.87,0,50
DO_NOTHING,2,5,9,127,161,0.421,0.661,0.03222,0.8146622222222223,53.83223984126983,14.94,40.88,0,50
DECREASE_CPU,2,4,9,105,134,0.356,0.686,0.02832,0.695331111111111,54.52757095238094,20.54,34.04,0,50
DO_NOTHING,2,4,9,105,134,0.356,0.686,0.02832,0.7257511111111111,55.25332206349205,18.71,35.73,0,50
INCREASE_CPU,2,5,9,86,110,0.37,0.607,0.02854,0.8180822222222223,56.07140428571427,14.56,41.52,0,50
DECREASE_CPU,2,4,9,91,119,0.176,0.647,0.01661,0.5678844444444445,56.63928873015872,27.6,28.33,0,50
DECREASE_REPLICA,1,4,9,249,292,0.185,0.677,0.00872,0.7846961111111111,57.42398484126983,14.1,40.22,0,50
DECREASE_CPU,1,4,9,,,,,,-1,56.42398484126983,,,,
INCREASE_HEAP,1,4,9,,,,,,-1,55.42398484126983,,,,
DECREASE_REPLICA,1,4,9,,,,,,-1,54.42398484126983,,,,
DECREASE_REPLICA,1,4,9,,,,,,-1,53.42398484126983,,,,
INCREASE_CPU,1,5,9,130,175,0.47,0.617,0.01747,0.7530377777777778,54.177022619047605,16.96,37.32,0,50
DECREASE_CPU,1,4,9,5,6,0.394,0.59,0.01495,0.6076277777777777,54.784650396825384,26.62,29.2,0,50
DECREASE_CPU,1,4,9,,,,,,-1,53.784650396825384,,,,
INCREASE_CPU,1,5,9,171,229,0.462,0.599,0.01714,0.7298177777777778,54.51446817460316,17.85,36.13,0,50
DO_NOTHING,1,5,9,171,229,0.462,0.599,0.01714,0.7526777777777778,55.267145952380936,15.95,37.4,0,50
DECREASE_HEAP,1,5,8,3,4,0.5,0.457,0.01774,0.6617625,55.92890845238094,22.48,32.4,0,50
INCREASE_CPU,1,6,8,7,10,0.584,0.581,0.02092,0.8352191666666666,56.764127619047606,13.54,41.68,0,50
DO_NOTHING,1,6,8,266,337,0.584,0.638,0.02116,0.8344616666666667,57.598589285714276,13.23,41.44,0,50
DECREASE_REPLICA,1,6,8,,,,,,-1,56.598589285714276,,,,
INCREASE_REPLICA,2,6,8,170,202,0.448,0.614,0.03353,0.7787883333333334,57.37737761904761,17.21,39.06,0,50
DECREASE_HEAP,2,6,7,141,177,0.424,0.564,0.03159,0.8299990476190475,58.207376666666654,14.26,41.91,0,50
INCREASE_HEAP,2,6,8,105,131,0.44,0.581,0.03274,0.8712791666666666,59.07865583333332,12.54,44.35,0,50
DO_NOTHING,2,6,8,177,220,0.44,0.604,0.03294,0.8649766666666666,59.943632499999985,12.55,43.92,0,50
DO_NOTHING,2,6,8,188,233,0.44,0.608,0.03297,0.8906066666666667,0.0,11.09,45.33,0,50
DECREASE_HEAP,2,6,7,146,183,0.375,0.621,0.02897,0.8598671428571428,0.8598671428571428,12.81,43.57,0,50
INCREASE_CPU,2,7,7,153,191,0.416,0.577,0.03119,0.8897485714285716,1.7496157142857145,11.59,45.49,0,50
DO_NOTHING,2,7,7,198,243,0.416,0.619,0.03155,0.9328885714285715,2.682504285714286,10.22,47.72,0,50
INCREASE_REPLICA,3,7,7,134,167,0.222,0.63,0.02906,0.9041571428571429,3.5866614285714284,10.91,46.85,0,50
INCREASE_REPLICA,4,7,7,107,133,0.226,0.609,0.0389,0.9070828571428571,4.4937442857142855,11.03,47.08,0,50
DO_NOTHING,4,7,7,110,136,0.226,0.63,0.03925,0.9436828571428572,5.437427142857143,9.31,49.03,0,50
DECREASE_CPU,4,6,7,88,110,0.282,0.559,0.04513,0.8916085714285714,6.329035714285714,12.49,46.01,0,50
INCREASE_HEAP,4,6,8,69,86,0.402,0.565,0.06041,0.8717925,7.200828214285714,13.65,44.61,0,50
DECREASE_CPU,4,5,8,58,73,0.379,0.575,0.05767,0.8195775000000001,8.020405714285713,16.1,41.43,0,50
INCREASE_REPLICA,5,5,8,81,101,0.226,0.641,0.0493,0.8375625,8.857968214285714,14.07,43.05,0,50
INCREASE_HEAP,5,5,9,53,66,0.357,0.598,0.06909,0.9041222222222223,9.762090436507936,12.65,46.4,0,50
INCREASE_CPU,5,6,9,61,77,0.346,0.58,0.06697,0.9275755555555555,10.689665992063492,11.76,48.14,0,50
DECREASE_REPLICA,4,6,9,90,113,0.326,0.613,0.05161,0.8892222222222222,11.578888214285715,11.72,46.0,0,50
DO_NOTHING,4,6,9,90,113,0.192,0.613,0.03467,0.8744555555555555,12.453343769841272,11.85,45.8,0,50
DECREASE_REPLICA,3,6,9,110,139,0.169,0.62,0.02391,0.8333277777777778,13.286671547619049,12.67,43.6,0,50
INCREASE_CPU,3,7,9,130,163,0.271,0.648,0.03394,0.895057142857143,14.181728690476191,11.23,46.65,0,50
DECREASE_CPU,3,6,9,99,124,0.31,0.628,0.03738,0.8376022222222222,15.019330912698413,13.76,43.16,0,50
DECREASE_REPLICA,2,6,9,147,183,0.201,0.665,0.01834,0.8937544444444445,15.913085357142858,10.16,46.67,0,50
INCREASE_REPLICA,3,6,9,126,153,0.253,0.67,0.03251,0.8254655555555556,16.738550912698415,13.28,42.62,0,50
INCREASE_CPU,3,7,9,117,145,0.289,0.604,0.03508,0.9201784126984127,17.658729325396827,10.51,48.11,0,50
DECREASE_REPLICA,2,7,9,158,194,0.21,0.612,0.01846,0.91066,18.569389325396827,9.36,47.87,0,50
DECREASE_HEAP,2,7,8,170,204,0.388,0.592,0.02955,0.8761542857142857,19.445543611111113,12.3,45.08,0,50
DO_NOTHING,2,7,8,206,242,0.388,0.637,0.02993,0.8805867857142857,20.3261303968254,11.87,45.17,0,50
DO_NOTHING,2,7,8,206,242,0.388,0.637,0.02993,0.9230667857142857,21.249197182539685,10.02,47.53,0,50
DECREASE_HEAP,2,7,7,189,235,0.323,0.564,0.0252,0.891357142857143,22.140554325396828,11.41,46.0,0,50
DO_NOTHING,2,7,7,189,235,0.323,0.564,0.0252,0.9296971428571429,23.07025146825397,9.37,48.13,0,50
INCREASE_REPLICA,3,7,7,128,156,0.328,0.582,0.0385,0.8883199999999999,23.95857146825397,11.85,45.74,0,50
DECREASE_HEAP,3,7,6,120,151,0.281,0.548,0.03361,0.9252380952380952,24.88380956349207,10.87,47.75,0,50
DO_NOTHING,3,7,6,142,176,0.281,0.566,0.03384,0.9386180952380951,25.822427658730163,9.87,48.41,0,50
DECREASE_CPU,3,6,6,118,147,0.255,0.578,0.03153,0.8871566666666667,26.70958432539683,11.9,45.43,0,50
DECREASE_REPLICA,2,6,6,144,180,0.183,0.618,0.01681,0.91761,27.62719432539683,9.55,47.27,0,50
INCREASE_HEAP,2,6,7,117,145,0.394,0.563,0.02968,0.8627076190476191,28.489901944444448,12.73,43.87,0,50
DECREASE_HEAP,2,6,6,118,148,0.424,0.574,0.03167,0.9106266666666666,29.400528611111113,12.36,45.97,0,50
DECREASE_CPU,2,5,6,90,112,0.438,0.559,0.03243,0.8260433333333332,30.226571944444448,15.11,40.87,0,50
INCREASE_REPLICA,3,5,6,120,150,0.302,0.575,0.03595,0.6951566666666666,30.921728611111114,21.24,34.28,0,50
INCREASE_REPLICA,4,5,6,98,123,0.228,0.617,0.03929,0.8370566666666668,31.75878527777778,14.67,42.38,0,50
DECREASE_HEAP,4,5,5,57,71,0.378,0.525,0.05669,0.90552,32.66430527777778,13.45,45.29,0,50
DECREASE_REPLICA,3,5,5,97,121,0.349,0.565,0.04028,0.82346,33.487765277777775,15.22,40.67,0,50
DO_NOTHING,3,5,5,97,121,0.227,0.565,0.02871,0.7824599999999999,34.270225277777776,16.21,39.07,0,50
DECREASE_REPLICA,2,5,5,140,173,0.164,0.574,0.01523,0.909,35.179225277777775,10.25,46.4,0,50
INCREASE_HEAP,2,5,6,101,128,0.385,0.565,0.02913,0.8171033333333333,35.99632861111111,15.13,40.64,0,50
INCREASE_CPU,2,6,6,109,137,0.425,0.565,0.03166,0.88764,36.88396861111111,12.39,44.73,0,50
INCREASE_REPLICA,3,6,6,117,144,0.309,0.613,0.0371,0.8664933333333333,37.75046194444444,12.91,43.87,0,50
INCREASE_REPLICA,4,6,6,100,126,0.229,0.615,0.03938,0.9039133333333333,38.654375277777774,12.29,46.31,0,50
INCREASE_CPU,4,7,6,86,106,0.338,0.538,0.05186,0.9034561904761904,39.557831468253966,12.32,46.36,0,50
DO_NOTHING,4,7,6,107,133,0.338,0.567,0.05235,0.9559128571428571,40.51374432539682,10.06,49.14,0,50
DECREASE_HEAP,4,7,5,106,131,0.24,0.535,0.03941,0.9310428571428571,41.44478718253968,11.2,47.8,0,50
DECREASE_CPU,4,6,5,74,94,0.385,0.536,0.05777,0.8998233333333333,42.34461051587301,12.99,45.23,0,50
INCREASE_CPU,4,7,5,87,107,0.352,0.532,0.05352,0.9257828571428571,43.270393373015864,11.89,47.08,0,50
INCREASE_REPLICA,5,7,5,89,110,0.225,0.547,0.04715,0.9842714285714286,44.25466480158729,9.98,50.75,0,50
INCREASE_REPLICA,6,7,5,73,92,0.177,0.566,0.04796,0.9697828571428572,45.22444765873015,10.41,50.03,0,50
DECREASE_HEAP,6,7,4,58,73,0.317,0.52,0.07334,0.9532628571428572,46.17771051587301,11.8,48.09,0,50
DO_NOTHING,6,7,4,75,93,0.317,0.542,0.0739,0.9774328571428572,47.15514337301587,10.75,49.28,0,50
DECREASE_HEAP,6,7,4,,,,,,-1,46.15514337301587,,,,
DECREASE_REPLICA,5,7,4,84,106,0.159,0.561,0.03702,1.008122142857143,47.16326551587301,9.68,51.48,0,50
DECREASE_HEAP,5,7,4,,,,,,-1,46.16326551587301,,,,
DECREASE_REPLICA,4,7,4,104,130,0.139,0.56,0.02707,0.9469885714285715,47.11025408730158,10.37,48.17,0,50
DO_NOTHING,4,7,4,104,130,0.139,0.56,0.02707,0.9534685714285714,48.06372265873015,10.1,48.53,0,50
INCREASE_REPLICA,5,7,4,90,114,0.176,0.585,0.04021,0.9774164285714286,49.04113908730158,10.07,49.54,0,50
INCREASE_HEAP,5,7,5,78,97,0.305,0.533,0.0595,0.9718457142857143,50.012984801587294,10.71,49.82,0,50
DECREASE_HEAP,5,7,4,75,94,0.303,0.534,0.0592,0.9840728571428572,50.99705765873015,10.79,49.76,0,50
INCREASE_REPLICA,6,7,4,71,90,0.204,0.546,0.05257,0.9660814285714285,51.96313908730158,10.66,49.07,0,50
DECREASE_REPLICA,5,7,4,79,98,0.136,0.568,0.03353,0.9794542857142858,52.94259337301586,8.98,49.93,0,50
DECREASE_CPU,5,6,4,72,90,0.307,0.559,0.06037,0.9835783333333333,53.926171706349194,11.33,49.34,0,50
INCREASE_HEAP,5,6,5,70,88,0.338,0.531,0.06467,0.9571466666666666,54.88331837301586,11.37,48.66,0,50
DO_NOTHING,5,6,5,88,110,0.338,0.547,0.06501,0.9636066666666667,55.846925039682525,10.39,48.93,0,50
INCREASE_REPLICA,6,6,5,70,87,0.178,0.562,0.04805,0.9083933333333333,56.75531837301586,11.87,46.52,0,50
DECREASE_CPU,6,5,5,59,74,0.209,0.574,0.05423,0.8748,57.63011837301586,14.32,44.25,0,50
DO_NOTHING,6,5,5,70,88,0.209,0.594,0.05474,0.9088399999999999,58.53895837301586,11.9,46.03,0,50
DECREASE_HEAP,6,5,4,47,59,0.319,0.558,0.07469,0.88105,59.42000837301586,15.0,43.3,0,50
INCREASE_HEAP,6,5,5,37,48,0.38,0.525,0.08542,0.8585600000000001,60.27856837301586,15.39,42.67,0,50
DECREASE_HEAP,6,5,4,56,71,0.252,0.571,0.06231,0.895775,61.17434337301586,14.24,44.4,0,50
DECREASE_REPLICA,5,5,4,72,91,0.244,0.599,0.05126,0.9609350000000001,62.13527837301586,11.34,47.87,0,50
DECREASE_CPU,5,4,4,60,76,0.328,0.569,0.0639,0.806925,62.94220337301586,18.28,38.6,0,50
DO_NOTHING,5,4,4,60,76,0.328,0.569,0.0639,0.8357249999999999,63.777928373015854,16.73,40.2,0,50
INCREASE_CPU,5,5,4,60,76,0.331,0.545,0.06386,0.919865,64.69779337301586,13.42,45.48,0,50
DECREASE_CPU,5,4,4,62,78,0.345,0.542,0.06601,0.787675,65.48546837301585,18.47,37.6,0,50
INCREASE_HEAP,5,4,5,62,78,0.316,0.567,0.06196,0.8189,66.30436837301585,16.89,40.15,0,50
INCREASE_CPU,5,5,5,63,79,0.281,0.552,0.05611,0.93092,67.23528837301585,12.65,47.09,0,50
INCREASE_CPU,5,6,5,67,84,0.351,0.527,0.06664,0.95855,68.19383837301585,11.26,48.7,0,50
DECREASE_CPU,5,5,5,51,65,0.374,0.543,0.07062,0.8945000000000001,69.08833837301584,14.2,44.6,0,50
DO_NOTHING,5,5,5,75,94,0.374,0.572,0.07123,0.95086,70.03919837301585,11.8,47.57,0,50
INCREASE_CPU,5,6,5,80,100,0.235,0.549,0.04877,0.9509033333333333,70.99010170634918,11.28,48.69,0,50
INCREASE_REPLICA,6,6,5,70,88,0.202,0.563,0.05263,0.9103133333333333,71.90041503968251,12.03,46.51,0,50
INCREASE_HEAP,6,6,6,48,60,0.349,0.548,0.08012,0.91193,72.81234503968251,13.17,46.51,0,50
DECREASE_HEAP,6,6,5,48,61,0.333,0.53,0.07663,0.91181,73.72415503968251,12.98,46.17,0,50
INCREASE_REPLICA,6,6,5,,,,,,-1,72.72415503968251,,,,
DECREASE_REPLICA,5,6,5,75,93,0.304,0.549,0.05968,0.9670933333333334,73.69124837301585,10.33,49.27,0,50
INCREASE_REPLICA,6,6,5,69,88,0.193,0.569,0.05107,0.9567833333333333,74.64803170634919,11.19,49.1,0,50
INCREASE_HEAP,6,6,6,48,60,0.36,0.55,0.08226,0.9121133333333333,75.56014503968252,12.78,46.46,0,50
DO_NOTHING,6,6,6,72,90,0.36,0.563,0.08259,0.9391166666666666,76.49926170634919,11.84,47.9,0,50
INCREASE_HEAP,6,6,7,64,80,0.244,0.575,0.0609,0.9248647619047619,77.42412646825395,12.26,47.97,0,50
DECREASE_REPLICA,5,6,7,78,98,0.217,0.588,0.04675,0.9444233333333334,78.36854980158728,10.12,49.13,0,50
DECREASE_CPU,5,5,7,55,70,0.343,0.57,0.06629,0.8623342857142857,79.23088408730156,14.19,43.74,0,50
DECREASE_CPU,5,4,7,54,68,0.273,0.629,0.05647,0.7664735714285714,79.99735765873014,18.62,38.19,0,50
DO_NOTHING,5,4,7,73,92,0.273,0.656,0.05705,0.9034021428571428,80.90075980158728,12.79,45.69,0,50
INCREASE_HEAP,5,4,8,49,62,0.312,0.575,0.06149,0.8237375,81.72449730158729,15.74,41.6,0,50
INCREASE_REPLICA,6,4,8,67,84,0.187,0.61,0.05097,0.7275,82.4519973015873,17.77,37.0,0,50
INCREASE_REPLICA,6,4,8,,,,,,-1,81.4519973015873,,,,
INCREASE_HEAP,6,4,9,41,51,0.257,0.634,0.06486,0.7252472222222223,82.17724452380952,20.22,36.55,0,50
INCREASE_REPLICA,6,4,9,,,,,,-1,81.17724452380952,,,,
DECREASE_REPLICA,5,4,9,63,78,0.239,0.662,0.0518,0.8622527777777778,82.0394973015873,13.89,44.2,0,50
INCREASE_HEAP,5,4,9,,,,,,-1,81.0394973015873,,,,
DO_NOTHING,5,4,9,81,103,0.168,0.673,0.04081,0.878108888888889,81.91760619047619,12.52,45.54,0,50
INCREASE_HEAP,5,4,9,,,,,,-1,80.91760619047619,,,,
INCREASE_CPU,5,5,9,66,83,0.277,0.632,0.05717,0.8985511111111111,81.81615730158731,12.64,46.43,0,50
DECREASE_CPU,5,4,9,57,71,0.265,0.659,0.05585,0.8617361111111111,82.67789341269842,14.55,44.0,0,50
