episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,0,0,0,6254,6254,6254,6254,2,2,5.087643284288157,5.087643284288157,6254,2,6254,False,0,11,default,2023-10-25_10-18-59,1698218339,0.3933265209197998,70346.10825777054,412163,rancher-rd-bastion,10.27.41.23,70346.10825777054,11,6254,6254,6254,6254,nan,nan,nan,nan,0,0,[],[],6996022.174,6995539.601,0.334,5984.169,481.766,4.151,0.004,6254,6254,6254,6254,86.8,48.5,[],[],1.0,630.5,89.5,0.0,81.91745538711548,1.5190609145671713e-184,5.0000000000000016e-05,0.3692533791065216,-0.27192750076452893,0.6411808798710505,nan,0.21234808853344778,0.44344307829936347,0.0
nan,nan,nan,nan,0,0,0,0,0,6256,6256,6256,6256,2,2,0.0008113332265146317,0.0008113332265146317,6256,2,6256,False,0,12,default,2023-10-25_11-00-04,1698220804,2465.0786185264587,72811.186876297,412163,rancher-rd-bastion,10.27.41.23,72811.186876297,12,6256,6256,6256,6256,nan,nan,nan,nan,0,0,[],[],7242483.554,7241986.398,0.344,5819.764,496.333,4.03,0.004,6256,6256,6256,6256,5.700540386803185,47.51882821387941,[],[],1.0,690.5,29.5,0.0,49.45798787871997,2.2785913718507572e-184,5.0000000000000016e-05,1.4698357949654262,-0.257560799519221,1.7273965843361414,nan,0.07013641306796975,0.6671645854910214,0.0
nan,nan,nan,nan,0,0,0,0,0,6258,6258,6258,6258,2,2,0.0027056107959830154,0.0027056107959830154,6258,2,6258,False,0,13,default,2023-10-25_11-12-23,1698221543,739.2048826217651,73550.39175891876,412163,rancher-rd-bastion,10.27.41.23,73550.39175891876,13,6258,6258,6258,6258,nan,nan,nan,nan,0,0,[],[],7316359.118,7315857.066,0.345,5790.438,501.228,3.99,0.004,6258,6258,6258,6258,5.901611374407584,48.38872037914692,[],[],1.0,750.5,29.5,0.0,1.2735549747943877,3.417887057776136e-184,5.0000000000000016e-05,9.91127381324768,-0.08872616390387217,10.0,nan,0.06011040920043816,0.30860140124956764,0.0
nan,nan,nan,nan,0,0,0,0,0,6260,6260,6260,6260,2,2,0.0026479450378019127,0.0026479450378019127,6260,2,6260,False,0,14,default,2023-10-25_11-24-59,1698222299,755.3029532432556,74305.69471216202,412163,rancher-rd-bastion,10.27.41.23,74305.69471216202,14,6260,6260,6260,6260,nan,nan,nan,nan,0,0,[],[],7390462.584,7389959.757,0.341,5858.785,502.006,3.984,0.004,6260,6260,6260,6260,5.818477251624884,49.08068709377901,[],[],1.0,810.5,29.5,0.0,1.1039698287844657,5.126830586664202e-184,5.0000000000000016e-05,5.003339935342471,0.003159556786219279,5.000180358040477,nan,0.0002476047303616724,0.20874330028891563,0.0
nan,nan,nan,nan,0,0,0,0,0,6262,6262,6262,6262,2,2,0.0011401721755335034,0.0011401721755335034,6262,2,6262,False,0,15,default,2023-10-25_11-54-13,1698224053,1754.1212892532349,76059.81600141525,412163,rancher-rd-bastion,10.27.41.23,76059.81600141525,15,6262,6262,6262,6262,nan,nan,nan,nan,0,0,[],[],7374697.927,7374191.094,0.334,5994.432,506.019,3.952,0.004,6262,6262,6262,6262,5.452057530962844,48.83887335197762,[],[],1.0,870.5,29.5,0.0,21.392582205931344,2.563415293332101e-184,5.0000000000000016e-05,5.133605227867762,-0.1307118793328603,5.264317197112299,nan,0.03799586705887729,0.8046201065182685,0.0
nan,nan,nan,nan,0,0,0,0,0,6264,6264,6264,6264,2,2,0.0010395563075003748,0.0010395563075003748,6264,2,6264,False,0,16,default,2023-10-25_12-26-17,1698225977,1923.8979392051697,77983.71394062042,412163,rancher-rd-bastion,10.27.41.23,77983.71394062042,16,6264,6264,6264,6264,nan,nan,nan,nan,0,0,[],[],7428610.231,7428098.455,0.339,5905.807,510.949,3.914,0.004,6264,6264,6264,6264,5.703826530612245,48.39103498542274,[],[],1.0,930.5,29.5,0.0,4.412780835231145,3.845122939998152e-184,5.0000000000000016e-05,5.013899543881417,-0.001921352744102478,5.01582088550349,nan,0.00014728409653343987,0.25827027882138887,0.0
nan,nan,nan,nan,0,0,0,0,0,6266,6266,6266,6266,2,2,0.0010621073100600229,0.0010621073100600229,6266,2,6266,False,0,17,default,2023-10-25_12-57-40,1698227860,1883.049092054367,79866.76303267479,412163,rancher-rd-bastion,10.27.41.23,79866.76303267479,17,6266,6266,6266,6266,nan,nan,nan,nan,0,0,[],[],7485447.401,7484930.335,0.343,5839.209,516.245,3.874,0.004,6266,6266,6266,6266,5.715040953090097,48.53804914370812,[],[],1.0,990.5,29.5,0.0,58.50218549172084,1.922561469999076e-184,5.0000000000000016e-05,1.045424265662829,7.523496945699056e-05,1.0453490309943543,nan,4.731826337926274e-06,0.4103539859255155,0.0
nan,nan,nan,nan,0,0,0,0,0,6268,6268,6268,6268,2,2,4.623312748186055,4.623312748186055,6268,2,6268,False,0,18,default,2023-10-25_12-57-40,1698227860,0.4327812194824219,79867.19581389427,412163,rancher-rd-bastion,10.27.41.23,79867.19581389427,18,6268,6268,6268,6268,nan,nan,nan,nan,0,0,[],[],7485444.786,7484930.335,0.371,5385.598,513.601,3.894,0.004,6268,6268,6268,6268,95.0,49.8,[],[],1.0,1050.5,89.5,0.0,50.68429819742838,9.61280734999538e-185,5.0000000000000016e-05,0.5712610026200612,7.332960764567057e-05,0.571187669535478,nan,5.910556478738727e-06,0.41046967456738154,0.0
nan,nan,nan,nan,0,0,0,0,0,6270,6270,6270,6270,2,2,5.081879698792626,5.081879698792626,6270,2,6270,False,0,19,default,2023-10-25_12-57-41,1698227861,0.39372968673706055,79867.58954358101,412163,rancher-rd-bastion,10.27.41.23,79867.58954358101,19,6270,6270,6270,6270,nan,nan,nan,nan,0,0,[],[],7485441.261,7484930.335,0.372,5378.002,510.076,3.921,0.004,6270,6270,6270,6270,,,[],[],1.0,1110.5,149.5,0.0,50.58701254526774,4.80640367499769e-185,5.0000000000000016e-05,0.5681511690219243,7.236103216807047e-05,0.5680788119633993,nan,6.524248798693104e-06,0.41022903422514595,0.0
nan,nan,nan,nan,0,0,0,0,0,6272,6272,6272,6272,2,2,1.7353842538326498,1.7353842538326498,6272,2,6272,False,0,20,default,2023-10-25_12-57-42,1698227862,1.1526575088500977,79868.74220108986,412163,rancher-rd-bastion,10.27.41.23,79868.74220108986,20,6272,6272,6272,6272,nan,nan,nan,nan,0,0,[],[],952302.476,951727.728,0.359,5578.645,573.925,3.485,0.004,6272,6272,6272,6272,95.0,49.75,[],[],1.0,1170.5,209.5,0.0,33.87052318056424,2.403201837498845e-185,5.0000000000000016e-05,0.4025413562854131,-0.14444231788317363,0.5469836755056652,nan,0.044855310228012965,0.7803185304005941,0.0
nan,nan,nan,nan,0,0,0,0,0,6274,6274,6274,6274,2,2,0.002183173416419134,0.002183173416419134,6274,2,6274,False,0,21,default,2023-10-25_13-12-58,1698228778,916.0978496074677,80784.84005069733,412163,rancher-rd-bastion,10.27.41.23,80784.84005069733,21,6274,6274,6274,6274,nan,nan,nan,nan,0,0,[],[],1043872.928,1043267.726,0.366,5469.523,604.36,3.309,0.004,6274,6274,6274,6274,5.41522570772762,48.70979342004591,[],[],1.0,1230.5,29.5,0.0,62.343347605069475,3.6048027562482685e-185,5.0000000000000016e-05,0.7708830783764521,-0.23045970698197682,1.0013427886956683,nan,0.07887068771242411,1.077338777979215,0.0
nan,nan,nan,nan,0,0,0,0,0,6276,6276,6276,6276,2,2,4.861191403941058,4.861191403941058,6276,2,6276,False,0,22,default,2023-10-25_13-12-59,1698228779,0.4116227626800537,80785.25167346,412163,rancher-rd-bastion,10.27.41.23,80785.25167346,22,6276,6276,6276,6276,nan,nan,nan,nan,0,0,[],[],797406.233,796820.928,0.356,5619.002,584.482,3.422,0.004,6276,6276,6276,6276,96.4,47.9,[],[],1.0,1290.5,89.5,0.0,54.123191324869794,5.407204134372403e-185,5.0000000000000016e-05,0.5622689520319303,0.006836832563082377,0.5554321229457855,nan,0.11524650404850642,1.2096973458925884,0.0
nan,nan,nan,nan,0,0,0,0,0,6278,6278,6278,6278,2,2,4.625069056737346,4.625069056737346,6278,2,6278,False,0,23,default,2023-10-25_13-12-59,1698228779,0.432600736618042,80785.68427419662,412163,rancher-rd-bastion,10.27.41.23,80785.68427419662,23,6278,6278,6278,6278,nan,nan,nan,nan,0,0,[],[],723529.013,722950.249,0.346,5772.905,577.959,3.46,0.004,6278,6278,6278,6278,,,[],[],1.0,1350.5,149.5,0.0,54.02141450246175,8.110806201558603e-185,5.0000000000000016e-05,0.5549580598870913,0.0007482200860977172,0.5542098313570023,nan,0.08459524512290954,1.1585633377234141,0.0
nan,nan,nan,nan,0,0,0,0,0,6280,6280,6280,6280,2,2,5.041582225684002,5.041582225684002,6280,2,6280,False,0,24,default,2023-10-25_13-12-59,1698228779,0.39688968658447266,80786.08116388321,412163,rancher-rd-bastion,10.27.41.23,80786.08116388321,24,6280,6280,6280,6280,nan,nan,nan,nan,0,0,[],[],648038.416,647475.609,0.337,5934.216,562.024,3.559,0.004,6280,6280,6280,6280,92.6,47.9,[],[],1.0,1410.5,209.5,0.0,54.01449025472005,1.2166209302337903e-184,5.0000000000000016e-05,0.55601487159729,0.0006980131069819133,0.5553168589870136,nan,0.08388547624150912,1.1570485850175223,0.0
nan,nan,nan,nan,0,0,0,0,0,6282,6282,6282,6282,2,2,4.156447079995402,4.156447079995402,6282,2,6282,False,0,25,default,2023-10-25_13-13-00,1698228780,0.4813845157623291,80786.56254839897,412163,rancher-rd-bastion,10.27.41.23,80786.56254839897,25,6282,6282,6282,6282,nan,nan,nan,nan,0,0,[],[],472674.429,472114.452,0.321,6227.161,559.227,3.576,0.004,6282,6282,6282,6282,93.9,47.9,[],[],1.0,1470.5,269.5,0.0,18.015436840554077,1.8249313953506854e-184,5.0000000000000016e-05,0.09765482395887375,-0.06527286867300669,0.16292768898080492,nan,0.019513613606492678,0.5657152297596136,0.0
nan,nan,nan,nan,0,0,0,0,0,6284,6284,6284,6284,2,2,0.002184389386054752,0.002184389386054752,6284,2,6284,False,0,26,default,2023-10-25_13-28-16,1698229696,915.5878698825836,81702.15041828156,412163,rancher-rd-bastion,10.27.41.23,81702.15041828156,26,6284,6284,6284,6284,nan,nan,nan,nan,0,0,[],[],371843.425,371286.923,0.322,6217.468,555.749,3.599,0.004,6284,6284,6284,6284,5.638208269525268,48.54961715160797,[],[],1.0,1530.5,29.5,0.0,64.3024437268575,1.8249313953506854e-184,5.0000000000000016e-05,1.3315075730284056,0.012501207987467448,1.3190063583586986,nan,0.04021662815551584,0.8430668284495672,0.0
nan,nan,nan,nan,0,0,0,0,0,6286,6286,6286,6286,2,2,0.00046132888388760346,0.00046132888388760346,6286,2,6286,False,0,27,default,2023-10-25_14-40-31,1698234031,4335.302187204361,86037.45260548592,412163,rancher-rd-bastion,10.27.41.23,86037.45260548592,27,6286,6286,6286,6286,nan,nan,nan,nan,0,0,[],[],617068.728,616525.212,0.324,6175.359,542.74,3.685,0.004,6286,6286,6286,6286,5.792399741267787,48.86630012936611,[],[],1.0,1590.5,29.5,0.0,29.51905005077521,2.7373970930260286e-184,5.0000000000000016e-05,0.2703618158896764,-0.26743157108624777,0.5377933752783671,nan,0.10961960415855478,1.3410074750582377,0.0
nan,nan,nan,nan,0,0,0,0,0,6288,6288,6288,6288,2,2,0.020811661982273313,0.020811661982273313,6288,2,6288,False,0,28,default,2023-10-25_14-42-07,1698234127,96.10014009475708,86133.55274558067,412163,rancher-rd-bastion,10.27.41.23,86133.55274558067,28,6288,6288,6288,6288,nan,nan,nan,nan,0,0,[],[],626635.465,626088.776,0.303,6607.805,545.932,3.663,0.004,6288,6288,6288,6288,6.646715328467153,49.5014598540146,[],[],1.0,1650.5,29.5,0.0,54.469666163126625,4.1060956395390436e-184,5.0000000000000016e-05,0.8287430276473363,-0.09963994324207306,0.9283829700162944,nan,0.07580892887781374,1.265726141134898,0.0
nan,nan,nan,nan,0,0,0,0,0,6290,6290,6290,6290,2,2,0.002157660118207119,0.002157660118207119,6290,2,6290,False,0,29,default,2023-10-25_14-57-34,1698235054,926.9302363395691,87060.48298192024,412163,rancher-rd-bastion,10.27.41.23,87060.48298192024,29,6290,6290,6290,6290,nan,nan,nan,nan,0,0,[],[],719289.114,718737.084,0.309,6470.694,551.251,3.628,0.004,6290,6290,6290,6290,6.436006051437216,48.57435703479577,[],[],1.0,1710.5,29.5,0.0,21.85417993068695,6.159143459308563e-184,5.0000000000000016e-05,0.043114382028579715,-0.1419773022333781,0.18509168681824426,nan,0.05949510287585629,0.7961651419599851,0.0
nan,nan,nan,nan,0,0,0,0,0,6292,6292,6292,6292,2,2,0.08457937715453573,0.08457937715453573,6292,2,6292,False,0,30,default,2023-10-25_14-57-58,1698235078,23.6466166973114,87084.12959861755,412163,rancher-rd-bastion,10.27.41.23,87084.12959861755,30,6292,6292,6292,6292,nan,nan,nan,nan,0,0,[],[],721538.508,721020.362,0.32,6255.953,517.338,3.866,0.004,6292,6292,6292,6292,8.897058823529411,47.83529411764706,[],[],1.0,1770.5,29.5,0.0,58.23329755266507,9.238715188962851e-184,5.0000000000000016e-05,1.061878396073977,7.387697696685791e-05,1.0618045091299184,nan,0.0001004656493175086,0.5158227940400442,0.0
nan,nan,nan,nan,0,0,0,0,0,6294,6294,6294,6294,2,2,2.5109984416654245,2.5109984416654245,6294,2,6294,False,0,31,default,2023-10-25_14-57-58,1698235078,0.796684741973877,87084.92628335953,412163,rancher-rd-bastion,10.27.41.23,87084.92628335953,31,6294,6294,6294,6294,nan,nan,nan,nan,0,0,[],[],630008.394,629480.365,0.311,6435.449,527.239,3.793,0.004,6294,6294,6294,6294,82.5,47.9,[],[],1.0,1830.5,89.5,0.0,50.05008996327718,4.6193575944814253e-184,5.0000000000000016e-05,0.5550522396961848,9.851157665252686e-05,0.5549537246425946,nan,0.00011573860926243167,0.5175567905108134,0.0
nan,nan,nan,nan,0,0,0,0,0,6296,6296,6296,6296,2,2,2.387027893307473,2.387027893307473,6296,2,6296,False,0,32,default,2023-10-25_14-57-59,1698235079,0.8380410671234131,87085.76432442665,412163,rancher-rd-bastion,10.27.41.23,87085.76432442665,32,6296,6296,6296,6296,nan,nan,nan,nan,0,0,[],[],630051.038,629480.362,0.31,6447.32,569.885,3.509,0.004,6296,6296,6296,6296,79.95,47.8,[],[],1.0,1890.5,149.5,0.0,50.11378415425619,2.3096787972407127e-184,5.0000000000000016e-05,0.5563649301727612,0.00010536710421244303,0.5562595546245575,nan,0.00011996530192845967,0.5178693493207296,0.0
nan,nan,nan,nan,0,0,0,0,0,6298,6298,6298,6298,2,2,2.6203410944535137,2.6203410944535137,6298,2,6298,False,0,33,default,2023-10-25_14-58-00,1698235080,0.7634482383728027,87086.52777266502,412163,rancher-rd-bastion,10.27.41.23,87086.52777266502,33,6298,6298,6298,6298,nan,nan,nan,nan,0,0,[],[],630084.122,629480.367,0.31,6460.727,602.964,3.317,0.004,6298,6298,6298,6298,83.5,47.8,[],[],1.0,1950.5,209.5,0.0,49.98171819051107,1.1548393986203563e-184,5.0000000000000016e-05,0.5538629502058029,0.00010038912296295166,0.5537625610828399,nan,0.00010839162459888029,0.5169987191756567,0.0
nan,nan,nan,nan,0,0,0,0,0,6300,6300,6300,6300,2,2,4.311995608128252,4.311995608128252,6300,2,6300,False,0,34,default,2023-10-25_14-58-01,1698235081,0.4640192985534668,87086.99179196358,412163,rancher-rd-bastion,10.27.41.23,87086.99179196358,34,6300,6300,6300,6300,nan,nan,nan,nan,0,0,[],[],630090.833,629480.372,0.31,6448.311,609.668,3.28,0.004,6300,6300,6300,6300,,,[],[],1.0,2010.5,269.5,0.0,50.02420883178711,5.7741969931017817e-185,5.0000000000000016e-05,0.554902184009552,0.00010608037312825521,0.5547961031397184,nan,0.00011258607131215588,0.517333107193311,0.0
nan,nan,nan,nan,0,0,0,0,0,6302,6302,6302,6302,2,2,4.257681721261843,4.257681721261843,6302,2,6302,False,0,35,default,2023-10-25_14-58-01,1698235081,0.4699258804321289,87087.46171784401,412163,rancher-rd-bastion,10.27.41.23,87087.46171784401,35,6302,6302,6302,6302,nan,nan,nan,nan,0,0,[],[],630089.69,629480.374,0.312,6400.586,608.522,3.287,0.004,6302,6302,6302,6302,94.0,47.8,[],[],1.0,2070.5,329.5,0.0,49.99387474060059,2.8870984965508908e-185,5.0000000000000016e-05,0.5538839896519979,0.00010480284690856933,0.5537791882952054,nan,9.909450333604279e-05,0.5162970980008443,0.0
nan,nan,nan,nan,0,0,0,0,0,6304,6304,6304,6304,2,2,4.054432171723787,4.054432171723787,6304,2,6304,False,0,36,default,2023-10-25_14-58-02,1698235082,0.49359583854675293,87087.95531368256,412163,rancher-rd-bastion,10.27.41.23,87087.95531368256,36,6304,6304,6304,6304,nan,nan,nan,nan,0,0,[],[],538580.25,537972.296,0.303,6597.93,607.174,3.294,0.004,6304,6304,6304,6304,95.0,47.8,[],[],1.0,2130.5,389.5,0.0,49.99140249888102,1.4435492482754454e-185,5.0000000000000016e-05,0.5544158125917117,0.00010756452878316244,0.5543082445859909,nan,0.00011119668779429049,0.5172292242447535,0.0
