action,replica,cpu,heap,inc_tps,out_tps,cpu_usage,memory_usage,cost,reward,sum_reward,response_time,num_request,num_failures,expected_tps
DECREASE_REPLICA,1,9,8,425,455,0.52,0.62,0.02,-1,1.9441984145291271,7.946011482354033,997,0,1000
DECREASE_HEAP,1,9,7,384,429,0.58,0.61,0.02,0.7795936508882614,2.7237920654173884,17.175470506224563,782,0,1000
DECREASE_REPLICA,1,9,7,384,429,0.58,0.61,0.02,-1,1.7237920654173884,7.521888163483622,995,0,1000
INCREASE_REPLICA,2,9,7,189,215,0.44,0.57,0.03,0.8778587295153786,2.601650794932767,12.069651663121855,903,0,1000
DECREASE_HEAP,2,9,6,156,185,0.52,0.57,0.04,0.8998888872332043,3.501539682165971,12.845893022019029,915,0,1000
DECREASE_CPU,2,8,6,182,225,0.36,0.55,0.03,0.9188333352208137,4.420373017386785,10.527693304829496,945,0,1000
DECREASE_CPU,2,7,6,113,139,0.56,0.53,0.04,0.77896666445278,5.1993396818395645,17.71042997335986,772,0,1000
DECREASE_CPU,2,6,6,137,172,0.39,0.53,0.03,0.8632666630903879,6.062606344929953,12.717162450728619,874,0,1000
INCREASE_REPLICA,3,6,6,142,176,0.36,0.55,0.04,0.800333335518837,6.86293968044879,15.639648681379253,805,0,1000
INCREASE_HEAP,3,6,7,75,94,0.43,0.59,0.05,0.7898761891989482,7.652815869647738,16.96816930728676,791,0,1000
INCREASE_REPLICA,4,6,7,108,135,0.28,0.62,0.05,0.8749190480589867,8.527734917706725,12.615416731598186,897,0,1000
INCREASE_CPU,4,7,7,62,77,0.48,0.54,0.07,0.8819571436234883,9.409692061330214,13.738993082912401,899,0,1000
INCREASE_REPLICA,5,7,7,90,111,0.25,0.57,0.05,0.9198714280605316,10.329563489390745,10.614051705454024,957,0,1000
DECREASE_REPLICA,4,7,7,97,121,0.15,0.59,0.03,0.9330571414096015,11.262620630800347,8.719858409673098,978,0,1000
DO_NOTHING,4,7,7,114,140,0.12,0.6,0.03,0.9379285729399749,12.200549203740323,8.506853140058555,985,0,1000
DECREASE_REPLICA,3,7,7,113,139,0.11,0.6,0.02,0.9300142873747008,13.130563491115023,8.61522342777118,977,0,1000
INCREASE_HEAP,3,7,8,136,169,0.37,0.58,0.04,0.8555785707260881,13.986142061841111,13.568210675593605,881,0,1000
DECREASE_HEAP,3,7,7,127,158,0.26,0.58,0.03,0.9122999981267111,14.898442059967822,10.47560420681928,947,0,1000
INCREASE_REPLICA,4,7,7,111,137,0.25,0.6,0.04,0.8797142874172756,15.778156347385098,12.006173228619845,910,0,1000
INCREASE_CPU,4,8,7,84,104,0.46,0.52,0.07,0.9190928563020059,16.697249203687104,11.452734941923165,948,0,1000
DECREASE_CPU,4,7,7,96,117,0.34,0.56,0.05,0.8346857147114617,17.531934918398566,15.492170945758645,856,0,1000
INCREASE_REPLICA,5,7,7,95,117,0.24,0.57,0.05,0.9272571419630731,18.459192060361637,10.63662952614281,966,0,1000
DECREASE_REPLICA,4,7,7,98,121,0.14,0.6,0.03,0.9258571446027074,19.385049204964346,9.085760881989888,970,0,1000
INCREASE_HEAP,4,7,8,67,84,0.49,0.59,0.07,0.8638749990420682,20.248924204006414,14.400619903410023,880,0,1000
INCREASE_CPU,4,8,8,100,124,0.29,0.59,0.05,0.9126999978393316,21.161624201845747,11.37129363974269,953,0,1000
DECREASE_CPU,4,7,8,91,113,0.33,0.59,0.05,0.8398464278689453,22.001470629714692,15.481382468607768,866,0,1000
DECREASE_HEAP,4,7,7,102,125,0.4,0.56,0.06,0.8983714291674751,22.899842058882168,12.434548800386924,922,0,1000
INCREASE_HEAP,4,7,8,42,53,0.54,0.53,0.08,0.8420964283159801,23.741938487198148,15.688005040582514,856,0,1000
DO_NOTHING,4,7,8,108,132,0.47,0.57,0.07,0.9151964280392442,24.657134915237393,11.106919860863622,940,0,1000
DO_NOTHING,4,7,8,108,132,0.47,0.57,0.07,0.9214964280392441,25.578631343276637,10.627489917593936,947,0,1000
INCREASE_REPLICA,5,7,8,97,120,0.23,0.58,0.05,0.9373785706835134,26.51600991396015,9.925988146567212,983,0,1000
DECREASE_REPLICA,4,7,8,96,118,0.15,0.61,0.03,0.8912392870341028,27.407249200994254,10.178085604610924,936,0,1000
INCREASE_HEAP,4,7,9,95,118,0.33,0.59,0.05,0.8789492058288483,28.286198406823104,13.471777183034293,914,0,1000
INCREASE_CPU,4,8,9,104,127,0.31,0.61,0.05,0.9172638898326291,29.203462296655733,10.89596487096666,960,0,1000
DECREASE_HEAP,4,8,8,106,131,0.36,0.58,0.06,0.9299499998509884,30.13341229650672,10.744743612941262,968,0,1000
INCREASE_HEAP,4,8,9,102,125,0.29,0.61,0.05,0.8602138891620769,30.993626185668795,14.174972024055526,898,0,1000
DECREASE_REPLICA,3,8,9,115,143,0.28,0.62,0.03,0.9375444447838598,31.931170630452655,8.97614153223188,984,0,1000
DECREASE_HEAP,3,8,8,102,127,0.42,0.54,0.05,0.9303000005215406,32.861470630974196,9.969038205970591,967,0,1000
DO_NOTHING,3,8,8,145,180,0.31,0.57,0.04,0.9261999997019768,33.787670630676175,9.280765339662898,968,0,1000
INCREASE_CPU,3,9,8,132,163,0.46,0.56,0.05,0.8804555561681588,34.66812618684433,13.096722223183589,911,0,1000
DECREASE_HEAP,3,9,7,137,170,0.32,0.55,0.04,0.8931634925176227,35.561289679361956,12.21874724989366,929,0,1000
DECREASE_CPU,3,8,7,132,165,0.42,0.59,0.05,0.9494928544500044,36.51078253381196,9.843527590542028,979,0,1000
INCREASE_HEAP,3,8,8,139,174,0.36,0.59,0.04,0.9314749992549419,37.44225753306691,10.00333758661191,969,0,1000
INCREASE_HEAP,3,8,9,132,163,0.37,0.6,0.04,0.8664583349559043,38.30871586802281,13.108285261938969,900,0,1000
DECREASE_CPU,3,7,9,119,147,0.29,0.61,0.04,0.8124031748018568,39.12111904282467,15.14745902960275,842,0,1000
DECREASE_HEAP,3,7,8,133,165,0.28,0.6,0.03,0.9260000015752655,40.047119044399935,10.198072300635163,965,0,1000
DECREASE_CPU,3,6,8,98,121,0.44,0.6,0.05,0.8679666679581006,40.915085712358035,12.768667947306655,882,0,1000
DECREASE_HEAP,3,6,7,87,107,0.38,0.55,0.04,0.7621523814065116,41.677238093764544,17.953474087941384,768,0,1000
INCREASE_REPLICA,4,6,7,104,131,0.28,0.59,0.05,0.8178761887022427,42.49511428246679,15.307835882538528,836,0,1000
DECREASE_HEAP,4,6,6,65,82,0.41,0.54,0.06,0.8828666681567828,43.37798095062357,13.888455735475725,893,0,1000
DECREASE_CPU,4,5,6,54,70,0.33,0.51,0.05,0.7280000005165735,44.10598095114014,21.0713401642339,725,0,1000
DECREASE_REPLICA,3,5,6,87,109,0.23,0.58,0.03,0.7706333323597908,44.87661428349993,17.348215444207653,777,0,1000
DECREASE_HEAP,3,5,5,78,97,0.38,0.56,0.04,0.4719999997615814,45.34861428326151,40.325748335037915,420,0,1000
DECREASE_HEAP,3,5,4,84,105,0.33,0.57,0.04,0.8062500004172326,46.15486428367874,16.73768381946362,780,0,1000
INCREASE_HEAP,3,5,5,72,91,0.38,0.52,0.04,0.7055999976158143,46.860464281294554,21.811523574148442,684,0,1000
INCREASE_HEAP,3,5,6,89,111,0.35,0.61,0.04,0.8508333339293798,47.711297615223934,13.774729616501752,850,0,1000
DO_NOTHING,3,5,6,124,156,0.27,0.63,0.03,0.7905000006755194,48.501797615899456,15.81057250098903,790,0,1000
INCREASE_CPU,3,6,6,112,140,0.27,0.58,0.03,0.844833332836628,49.346630948736085,13.576642654532957,860,0,1000
DECREASE_HEAP,3,6,5,86,108,0.38,0.56,0.04,0.8697666665077209,50.21639761524381,13.474033238801363,869,0,1000
DECREASE_CPU,3,5,5,76,96,0.43,0.54,0.05,0.712600002861023,50.92899761810483,21.58820637017053,684,0,1000
INCREASE_HEAP,3,5,6,99,125,0.26,0.58,0.03,0.8051333309888841,51.73413094909372,15.613944977384262,812,0,1000
INCREASE_CPU,3,6,6,98,123,0.41,0.54,0.05,0.8495666681567827,52.5836976172505,13.762956191393956,856,0,1000
DECREASE_REPLICA,2,6,6,151,185,0.36,0.53,0.03,0.8211666654745737,53.40486428272507,14.26062185362161,830,0,1000
DECREASE_CPU,2,5,6,100,125,0.47,0.59,0.03,0.6100666643619538,54.014930947087024,27.7669187015389,571,0,1000
DECREASE_REPLICA,1,5,6,221,268,0.27,0.63,0.01,0.9354000006755193,54.950330947762545,9.173052267932365,951,0,1000
INCREASE_HEAP,1,5,7,25,37,0.49,0.57,0.02,0.35071428615706307,55.30104523391961,65.61857381321747,290,0,1000
DECREASE_HEAP,1,5,6,6,8,0.47,0.51,0.02,0.6825999990860622,55.983645233005674,21.760757635199155,659,0,1000
INCREASE_CPU,1,6,6,3,4,0.57,0.49,0.02,0.8155333335320155,56.79917856653769,14.628746615962521,808,0,1000
DECREASE_REPLICA,1,6,6,224,291,0.57,0.57,0.02,-1,55.79917856653769,15.491169414685576,777,0,1000
INCREASE_CPU,1,7,6,20,27,0.67,0.49,0.02,0.5494904781772977,56.34866904471499,32.847749956999905,512,0,1000
INCREASE_CPU,1,8,6,186,235,0.64,0.53,0.02,0.9139666633884113,57.2626357081034,10.864844444710883,922,0,1000
DECREASE_CPU,1,7,6,112,138,0.65,0.57,0.02,0.630328569129535,57.892964277232934,26.982785421329858,596,0,1000
DECREASE_HEAP,1,7,5,85,114,0.63,0.54,0.02,0.8973000018051692,58.790264279038105,11.70960250032358,887,0,1000
INCREASE_REPLICA,2,7,5,210,258,0.52,0.57,0.04,0.8195428550652095,59.60980713410331,15.716604530238188,806,0,1000
DECREASE_CPU,2,6,5,126,156,0.43,0.55,0.03,0.8900333351214726,60.499840469224786,12.275125403460619,888,0,1000
DECREASE_REPLICA,1,6,5,261,300,0.31,0.64,0.01,0.8197333321015041,61.31957380132629,13.848876731031552,811,0,1000
DECREASE_HEAP,1,6,4,225,272,0.55,0.58,0.02,0.5008333322405815,61.820407133566874,42.05034847426064,425,0,1000
DO_NOTHING,1,6,4,352,400,0.55,0.68,0.02,0.9867333352208137,62.807140468787686,9.200824197424824,951,0,1000
